participant _number,response_id,response__uuid,age_range,rounded_age,gender,lan_spoken,scenario,made_question_order,question_type,full_response,notes
52,93077,	2e94ccb0-b892-4bde-b3e7-007f95a3a36d,2556-3652,2850,female,en,flood,first,simple,"The water, um, flooded the basement. ",
53,93094,	65e43dca-05d2-4df3-9ffe-ba8e295608a6,2556-3652,3030,male,en so,flood,first,made,"The problem is that he took off the latch and he didn't have something else to close the window, so the rain started to flood the basement ",
53,93094,	65e43dca-05d2-4df3-9ffe-ba8e295608a6,2556-3652,3030,male,en so,flood,first,simple,The water from the rain. ,
53,93094,	65e43dca-05d2-4df3-9ffe-ba8e295608a6,2556-3652,3030,male,en so,sunburn,second,simple,The sun.,
53,93094,	65e43dca-05d2-4df3-9ffe-ba8e295608a6,2556-3652,3030,male,en so,sunburn,second,made,"Well she forgot to put on, bring her sunscreen, so she got a really bad burn from the sun since it was so hot.",
54,93112,	26f43c18-7be0-4405-9207-5317ba505441,2556-3652,3480,male,,sunburn,second,simple,The sun. The sun.,
54,93112,	26f43c18-7be0-4405-9207-5317ba505441,2556-3652,3480,male,,sunburn,second,made,The sun did.,
54,93112,	26f43c18-7be0-4405-9207-5317ba505441,2556-3652,3480,male,,flood,second,simple,The rain.,
54,93112,	26f43c18-7be0-4405-9207-5317ba505441,2556-3652,3480,male,,flood,second,made,The rain water.,
55,93132,	018f22e2-feb2-4741-80f6-1ec93925be46,2556-3652,3120,female,en ro th,sunburn,second,simple,Sunburns from the sun.,
55,93132,	018f22e2-feb2-4741-80f6-1ec93925be46,2556-3652,3120,female,en ro th,sunburn,second,made,She got burned by the sun because she did not use her sunscreen.,
55,93132,	018f22e2-feb2-4741-80f6-1ec93925be46,2556-3652,3120,female,en ro th,flood,second,simple,"The rain, because he did not have the lock and the window opened, so the water came in. ",
55,93132,	018f22e2-feb2-4741-80f6-1ec93925be46,2556-3652,3120,female,en ro th,flood,second,made,The rain and the open window. ,
56,93170,43f8ec80-e06f-4d54-9a20-481766ee971c,2556-3652,3300,male,en,sunburn,second,simple,The sun. The sun. The sun.,
56,93170,43f8ec80-e06f-4d54-9a20-481766ee971c,2556-3652,3300,male,en,sunburn,second,made,The sunburn.,
56,93170,43f8ec80-e06f-4d54-9a20-481766ee971c,2556-3652,3300,male,en,flood,first,made,The water.,
56,93170,43f8ec80-e06f-4d54-9a20-481766ee971c,2556-3652,3300,male,en,flood,first,simple,The rain.,
57,93246,	fbad5cf9-cb50-40c0-98b1-4a069b0948e4,2556-3652,3270,male,en,sunburn,second,simple,The sun.,
57,93246,	fbad5cf9-cb50-40c0-98b1-4a069b0948e4,2556-3652,3270,male,en,sunburn,second,made,The sun.,
57,93246,	fbad5cf9-cb50-40c0-98b1-4a069b0948e4,2556-3652,3270,male,en,flood,first,made,The rain.,
57,93246,	fbad5cf9-cb50-40c0-98b1-4a069b0948e4,2556-3652,3270,male,en,flood,first,simple,The rain.,
58,93330,14fba57c-47c8-427e-8def-a8d2a296eaeb,2556-3652,3570,male,en so,sunburn,second,simple,"The sun, because she didn't even bring her sunscreen.",
58,93330,14fba57c-47c8-427e-8def-a8d2a296eaeb,2556-3652,3570,male,en so,sunburn,second,made,She forgot her sunscreen.,
58,93330,14fba57c-47c8-427e-8def-a8d2a296eaeb,2556-3652,3570,male,en so,flood,second,simple,He forgot to close the window.,
58,93330,14fba57c-47c8-427e-8def-a8d2a296eaeb,2556-3652,3570,male,en so,flood,second,made,The hatch is broken and it made it flood all over the place.,
59,93421,c2d6b8a2-3de5-41d1-977b-0c7434464927,2556-3652,2760,male,en,flood,second,simple,Rain.,
59,93421,c2d6b8a2-3de5-41d1-977b-0c7434464927,2556-3652,2760,male,en,flood,second,made,Rain.,
59,93421,c2d6b8a2-3de5-41d1-977b-0c7434464927,2556-3652,2760,male,en,sunburn,second,simple,Sun.,
59,93421,c2d6b8a2-3de5-41d1-977b-0c7434464927,2556-3652,2760,male,en,sunburn,second,made,Sun.,
60,93426,220e3809-55e2-4e62-b9a0-9bee02e6c0ab,2556-3652,3390,female,,flood,second,simple,The rain flooded the basement. The water got high and then it went through the window. ,
60,93426,220e3809-55e2-4e62-b9a0-9bee02e6c0ab,2556-3652,3390,female,,flood,second,made,"Um, the window was open and the weather got strong and the water flew up and then it went through the window. ",
60,93426,220e3809-55e2-4e62-b9a0-9bee02e6c0ab,2556-3652,3390,female,,sunburn,second,simple,"Um, the sun burned her because she left her sunscreen at home. ",
60,93426,220e3809-55e2-4e62-b9a0-9bee02e6c0ab,2556-3652,3390,female,,sunburn,second,made,"Um, so the sun made Suzy burn because you can get sunburns if you stand out in the sun too long and you leave your sunscreen, and you don't have sunscreen.",
61,93527,	9860dfbc-a553-43ad-b6d5-df0fa7f8ea99,1461-1826,1680,male,en,sunburn,second,simple,Sun.,
61,93527,	9860dfbc-a553-43ad-b6d5-df0fa7f8ea99,1461-1826,1680,male,en,sunburn,second,made,"Yeah, the sun. Sun.","The parent says, ""the question was, what made Suzy's skin burn? Can you say it louder?"""
61,93527,	9860dfbc-a553-43ad-b6d5-df0fa7f8ea99,1461-1826,1680,male,en,flood,first,made,Water. Water.,"The parent says, ""wait until she's finished talking. What made the basement flood?"""
61,93527,	9860dfbc-a553-43ad-b6d5-df0fa7f8ea99,1461-1826,1680,male,en,flood,first,simple,Water.,
62,93590,	4c8ec7a3-aa18-41da-bafa-f152ea699ce0,1461-1826,1560,female,en,flood,first,made,It's what? Because the window's open.,"The parent says, ""you have to tell them, what made the basement flood?"""
62,93590,	4c8ec7a3-aa18-41da-bafa-f152ea699ce0,1461-1826,1560,female,en,flood,first,simple,"Um, because the windows were open. ",
62,93590,	4c8ec7a3-aa18-41da-bafa-f152ea699ce0,1461-1826,1560,female,en,sunburn,second,simple,The sun. The sun.,
62,93590,	4c8ec7a3-aa18-41da-bafa-f152ea699ce0,1461-1826,1560,female,en,sunburn,second,made,"Wow, because the sun.",
63,93617,39d9edad-9f3e-4276-b242-37c2e40253f4,1461-1826,1500,male,,flood,second,simple,Water.,"The parent asks, ""Okay, what flooded the basement?"""
63,93617,39d9edad-9f3e-4276-b242-37c2e40253f4,1461-1826,1500,male,,flood,second,made,Water. ,"The parent asks, ""What made the basement flood? Tell them. What made the basement flood? Why? (The child says because ""the rain"")"
63,93617,39d9edad-9f3e-4276-b242-37c2e40253f4,1461-1826,1500,male,,sunburn,first,made,The sun.,"The parent says, ""Go ahead. What made Suzy's skin burn?"""
63,93617,39d9edad-9f3e-4276-b242-37c2e40253f4,1461-1826,1500,male,,sunburn,first,simple,The sun.,"The parent asks, ""What burned Suzy's skin?"""
64,93641,f9949209-084c-48da-9bff-8a0ce46396dd,1461-1826,1800,female,en,flood,second,simple,The water.,"The parent says, ""click next."""
64,93641,f9949209-084c-48da-9bff-8a0ce46396dd,1461-1826,1800,female,en,flood,second,made,Water.,
64,93641,f9949209-084c-48da-9bff-8a0ce46396dd,1461-1826,1800,female,en,sunburn,first,made,The sun.,
64,93641,f9949209-084c-48da-9bff-8a0ce46396dd,1461-1826,1800,female,en,sunburn,first,simple,The sun. ,
65,93693,	03e8656f-b45c-4ac7-8ce1-a0a4dec9ed3f,1461-1826,1470,female,en ur wuu,flood,second,simple,I think the water did it.,
65,93693,	03e8656f-b45c-4ac7-8ce1-a0a4dec9ed3f,1461-1826,1470,female,en ur wuu,flood,second,made,"Um, I think the water did it. ",
65,93693,	03e8656f-b45c-4ac7-8ce1-a0a4dec9ed3f,1461-1826,1470,female,en ur wuu,sunburn,second,simple,The sun.,
65,93693,	03e8656f-b45c-4ac7-8ce1-a0a4dec9ed3f,1461-1826,1470,female,en ur wuu,sunburn,second,made,"Um, the beach.",
66,93710,	11a8ded6-c937-4f52-8e8d-673faa1302bd,1461-1826,1530,female,en de,sunburn,second,simple,The sun burned Suzy's skin.,"The parent says, ""Good job."""
66,93710,	11a8ded6-c937-4f52-8e8d-673faa1302bd,1461-1826,1530,female,en de,sunburn,second,made,The sun.,"The parent asks, ""What made Suzy's skin burn?"""
66,93710,	11a8ded6-c937-4f52-8e8d-673faa1302bd,1461-1826,1530,female,en de,flood,second,simple,The rain. ,
66,93710,	11a8ded6-c937-4f52-8e8d-673faa1302bd,1461-1826,1530,female,en de,flood,second,made,"The rain and the window was open, that's what made it flood.",The parent repeated everything that was said on the screen.
67,93762,ef6c3842-8e1f-4d65-bf80-931d42d224c4,1461-1826,1620,male,en so,sunburn,second,simple,Sun.,
67,93762,ef6c3842-8e1f-4d65-bf80-931d42d224c4,1461-1826,1620,male,en so,sunburn,second,made,Sun.,
67,93762,ef6c3842-8e1f-4d65-bf80-931d42d224c4,1461-1826,1620,male,en so,flood,first,made,"Uh, him. He made the water flood right there.","The parent asks, ""do you have any other ideas? The child replies with no."""
67,93762,ef6c3842-8e1f-4d65-bf80-931d42d224c4,1461-1826,1620,male,en so,flood,first,simple,Him. The power guy. ,"The parent asks, ""he flooded the basement?"""
68,93798,1d931575-dfb3-4fcc-b0cd-ee60fa69688d,1461-1826,1500,male,en,sunburn,second,simple,That. that.,"the parent asks, ""What burns Suzy's skin?"" The child points to the screen and says ""that."""
68,93798,1d931575-dfb3-4fcc-b0cd-ee60fa69688d,1461-1826,1500,male,en,sunburn,second,made,Sun. Sun.,
68,93798,1d931575-dfb3-4fcc-b0cd-ee60fa69688d,1461-1826,1500,male,en,flood,second,simple,That.,"The parent asks, ""what flooded the basement?"" Multiple times. "
68,93798,1d931575-dfb3-4fcc-b0cd-ee60fa69688d,1461-1826,1500,male,en,flood,second,made,That.,"The parent asks, what made the basement flood?"""
69,93896,	e0daa076-2b64-4480-b2bf-edd9008cf12d,1461-1826,1470,male,en so,sunburn,first,made,The sun.,
69,93896,	e0daa076-2b64-4480-b2bf-edd9008cf12d,1461-1826,1470,male,en so,sunburn,first,simple,Red.,
69,93896,	e0daa076-2b64-4480-b2bf-edd9008cf12d,1461-1826,1470,male,en so,flood,first,made,Rain.,
69,93896,	e0daa076-2b64-4480-b2bf-edd9008cf12d,1461-1826,1470,male,en so,flood,first,simple,Water.,
70,93923,db06eb62-57ec-4be1-a1e1-0ae3418c9407,1461-1826,1800,female,en ,sunburn,first,made,The sun.,
70,93923,db06eb62-57ec-4be1-a1e1-0ae3418c9407,1461-1826,1800,female,en,sunburn,first,simple,Red.,
70,93923,db06eb62-57ec-4be1-a1e1-0ae3418c9407,1461-1826,1800,female,en,flood,first,made,Rain.,
70,93923,db06eb62-57ec-4be1-a1e1-0ae3418c9407,1461-1826,1800,female,en,flood,first,simple,Water.,
71,94123,	8746352e-82df-47d4-90c8-5943217fd8e6,1461-1826,1470,female,en,flood,second,simple,It was raining and it rained inside.,
71,94123,	8746352e-82df-47d4-90c8-5943217fd8e6,1461-1826,1470,female,en,flood,second,made,Cause the rain will pour and the rain got inside. ,
71,94123,	8746352e-82df-47d4-90c8-5943217fd8e6,1461-1826,1470,female,en,sunburn,second,simple,"Um, cause she didn't put on her sunscreen and it burned.",
71,94123,	8746352e-82df-47d4-90c8-5943217fd8e6,1461-1826,1470,female,en,sunburn,second,made,Cause she didn't put on her sunscreen.,
72,94194,	06209af8-958e-4a00-9fbb-bdb96f38bacd,1461-1826,1560,female,en,flood,first,made,"Right, wrong, wrong.",
72,94194,	06209af8-958e-4a00-9fbb-bdb96f38bacd,1461-1826,1560,female,en,flood,first,simple,Rain.,
72,94194,	06209af8-958e-4a00-9fbb-bdb96f38bacd,1461-1826,1560,female,en,sunburn,first,made,The sun.,
72,94194,	06209af8-958e-4a00-9fbb-bdb96f38bacd,1461-1826,1560,female,en,sunburn,first,simple,The sun.,
73,94220,	4c877dfd-4d54-4da5-bf15-f7f1059f1a0f,1461-1826,1470,female,,flood,first,made,The water in the back.,
73,94220,	4c877dfd-4d54-4da5-bf15-f7f1059f1a0f,1461-1826,1470,female,,flood,first,simple,The water.,
73,94220,	4c877dfd-4d54-4da5-bf15-f7f1059f1a0f,1461-1826,1470,female,,sunburn,first,made,Because she forgot the sunscreen.,
73,94220,	4c877dfd-4d54-4da5-bf15-f7f1059f1a0f,1461-1826,1470,female,,sunburn,first,simple,Because she forgot the sunscreen.,
74,94221,	093405c0-9c05-4fab-96ed-d1b78ce42c99,1461-1826,1620,male,en,sunburn,first,made,The sun. The sun. The sun.,
74,94221,	093405c0-9c05-4fab-96ed-d1b78ce42c99,1461-1826,1620,male,en,sunburn,first,simple,The sun.,
74,94221,	093405c0-9c05-4fab-96ed-d1b78ce42c99,1461-1826,1620,male,en,flood,second,simple,Water. Water. Water.,
74,94221,	093405c0-9c05-4fab-96ed-d1b78ce42c99,1461-1826,1620,male,en,flood,second,made,Water.,
75,94309,	d3488c4c-d6ae-4431-87ca-732f384be677,1461-1826,1530,female,en ro,sunburn,second,simple,Sunburn.,
75,94309,	d3488c4c-d6ae-4431-87ca-732f384be677,1461-1826,1530,female,en ro,sunburn,second,made,Sunscreen.,
75,94309,	d3488c4c-d6ae-4431-87ca-732f384be677,1461-1826,1530,female,en ro,flood,first,made,The water.,
75,94309,	d3488c4c-d6ae-4431-87ca-732f384be677,1461-1826,1530,female,en ro,flood,first,simple,Water.,
76,94312,	8e2e6f8a-d9e3-4994-9ad8-4ec16c125857,1461-1826,1590,female,en,flood,first,made,Windows.,This child has dyslexia. 
76,94312,	8e2e6f8a-d9e3-4994-9ad8-4ec16c125857,1461-1826,1590,female,en,flood,first,simple,Windows.,
76,94312,	8e2e6f8a-d9e3-4994-9ad8-4ec16c125857,1461-1826,1590,female,en,sunburn,second,simple,The sunscreen.,
76,94312,	8e2e6f8a-d9e3-4994-9ad8-4ec16c125857,1461-1826,1590,female,en,sunburn,second,made,Sunscreen.,
77,94461,aff1aa02-eae9-47ce-81c4-f87c389be0e6,1461-1826,1740,female,en,flood,first,made,The rain.,
77,94461,aff1aa02-eae9-47ce-81c4-f87c389be0e6,1461-1826,1740,female,en,flood,first,simple,Rain.,
77,94461,aff1aa02-eae9-47ce-81c4-f87c389be0e6,1461-1826,1740,female,en,sunburn,first,made,The sun.,
77,94461,aff1aa02-eae9-47ce-81c4-f87c389be0e6,1461-1826,1740,female,en,sunburn,first,simple,Sunburn.,
78,94543,"c3ccc93f-ed9e-498e-aa7a-9b74cd2df8ca
",1461-1826,1470,female,en so,sunburn,first,made,Sun.,
78,94543,"c3ccc93f-ed9e-498e-aa7a-9b74cd2df8ca
",1461-1826,1470,female,en so,sunburn,first,simple,Sun.,
78,94543,"c3ccc93f-ed9e-498e-aa7a-9b74cd2df8ca
",1461-1826,1470,female,en so,flood,second,simple,Water.,
78,94543,"c3ccc93f-ed9e-498e-aa7a-9b74cd2df8ca
",1461-1826,1470,female,en so,flood,second,made,Water.,
79,94763,b031b206-383f-450f-9603-dc5a9218de87,1461-1826,1770,male,en fr,flood,second,simple,The rain.,
79,94763,b031b206-383f-450f-9603-dc5a9218de87,1461-1826,1770,male,en fr,flood,second,made,"Um, the rain.",
79,94763,b031b206-383f-450f-9603-dc5a9218de87,1461-1826,1770,male,en fr,sunburn,second,simple,The sun.,
79,94763,b031b206-383f-450f-9603-dc5a9218de87,1461-1826,1770,male,en fr,sunburn,second,made,The sun.,
80,94784,f78da132-e797-4cac-b572-ffc660697e6b,1461-1826,1500,female,en km ml,flood,second,simple,Water.,
80,94784,f78da132-e797-4cac-b572-ffc660697e6b,1461-1826,1500,female,en km ml,flood,second,made,Water.,
80,94784,f78da132-e797-4cac-b572-ffc660697e6b,1461-1826,1500,female,en km ml,sunburn,first,made,Sun.,
80,94784,f78da132-e797-4cac-b572-ffc660697e6b,1461-1826,1500,female,en km ml,sunburn,first,simple,Sun.,
81,94813,8fe1088b-b84f-4e03-b48f-661c18ee2c42,1461-1826,1590,male,,sunburn,first,made,The sun.,
81,94813,8fe1088b-b84f-4e03-b48f-661c18ee2c42,1461-1826,1590,male,,sunburn,first,simple,The sun.,
81,94813,8fe1088b-b84f-4e03-b48f-661c18ee2c42,1461-1826,1590,male,,flood,second,simple,Rain.,
81,94813,8fe1088b-b84f-4e03-b48f-661c18ee2c42,1461-1826,1590,male,,flood,second,made,Rain.,
82,94895,4be4a3a6-cfc6-4f0e-a525-b9ec32c6e5a0,1461-1826,1650,male,en ml so,sunburn,first,made,Sun.,
82,94895,4be4a3a6-cfc6-4f0e-a525-b9ec32c6e5a0,1461-1826,1650,male,en ml so,sunburn,first,simple,Sun.,
82,94895,4be4a3a6-cfc6-4f0e-a525-b9ec32c6e5a0,1461-1826,1650,male,en ml so,flood,second,simple,Rain.,
82,94895,4be4a3a6-cfc6-4f0e-a525-b9ec32c6e5a0,1461-1826,1650,male,en ml so,flood,second,made,Rain.,
83,95146,48a38506-b261-435e-b53f-1042beac325f,1461-1826,1590,male,en,flood,first,made,The water got too high.,
83,95146,48a38506-b261-435e-b53f-1042beac325f,1461-1826,1590,male,en,flood,first,simple,Water.,
83,95146,48a38506-b261-435e-b53f-1042beac325f,1461-1826,1590,male,en,sunburn,first,made,Sun.,
83,95146,48a38506-b261-435e-b53f-1042beac325f,1461-1826,1590,male,en,sunburn,first,simple,The sun.,
84,95446,"6c1b70a8-0ef7-424c-b23d-232effeac9bf
",1461-1826,1560,female,en tl,sunburn,second,simple,Wet. ,
84,95446,"6c1b70a8-0ef7-424c-b23d-232effeac9bf
",1461-1826,1560,female,en tl,sunburn,second,made,The sun.,"The child asks, ""What did it say, dad?"" The parent asks, ""what flooded the basement?"""
84,95446,"6c1b70a8-0ef7-424c-b23d-232effeac9bf
",1461-1826,1560,female,en tl,flood,first,made,The water.,
84,95446,6c1b70a8-0ef7-424c-b23d-232effeac9bf,1461-1826,1560,female,en tl,flood,first,simple,The water.,
85,95549,51903106-af13-4812-80b8-a6606592918b,1461-1826,1710,male,,flood,second,simple,The water.,
85,95549,51903106-af13-4812-80b8-a6606592918b,1461-1826,1710,male,,flood,second,made,"Uh, the window.",
85,95549,51903106-af13-4812-80b8-a6606592918b,1461-1826,1710,male,,sunburn,first,made,Because of the sun.,
85,95549,51903106-af13-4812-80b8-a6606592918b,1461-1826,1710,male,,sunburn,first,simple,"Uh, the sun and the water.",
86,95623,	14bd6f05-4542-49eb-a87d-48393e8f1e38,1461-1826,1500,female,en,flood,second,simple,Water flooded the basement.,
86,95623,	14bd6f05-4542-49eb-a87d-48393e8f1e38,1461-1826,1500,female,en,flood,second,made,"Um, the water.",
86,95623,	14bd6f05-4542-49eb-a87d-48393e8f1e38,1461-1826,1500,female,en,sunburn,second,simple,Sun.,
86,95623,	14bd6f05-4542-49eb-a87d-48393e8f1e38,1461-1826,1500,female,en,sunburn,second,made,She forgot her sunscreen.,
87,95675,"6fcf8f02-55b4-431a-98fc-247c314c8faf
",1461-1826,1620,male,en,sunburn,first,made,The sun. Sun.,
87,95675,"6fcf8f02-55b4-431a-98fc-247c314c8faf
",1461-1826,1620,male,en,sunburn,first,simple,Sun. Sun.,
87,95675,"6fcf8f02-55b4-431a-98fc-247c314c8faf
",1461-1826,1620,male,en,flood,first,made,Rain.,
87,95675,"6fcf8f02-55b4-431a-98fc-247c314c8faf
",1461-1826,1620,male,en,flood,first,simple,Water.,
88,95905,"ce680f05-69a7-4886-b494-fae03efac7bf
",1461-1826,1770,male,en so,flood,second,simple,"The storm makes the, the window, the window, open, and makes that, the rain, the rain, and puts water everywhere, and puts water everywhere. ",
88,95905,"ce680f05-69a7-4886-b494-fae03efac7bf
",1461-1826,1770,male,en so,flood,second,made,"Every water from the rain, connect, and every, every, and the buildings get sinked by the water.","The parent asks, ""what made the basement flood?"" and says to the child, ""tell them your answer."""
88,95905,"ce680f05-69a7-4886-b494-fae03efac7bf
",1461-1826,1770,male,en so,sunburn,first,made,"The thing that made Suzy burn in the sun, because she didn't bring her sunscreen she forget it. ",
88,95905,"ce680f05-69a7-4886-b494-fae03efac7bf
",1461-1826,1770,male,en so,sunburn,first,simple,"The sun make, the sun make her burn because its so bright and hot. ",
89,95965,"c28659ed-ae34-4355-8f16-ed8892e9dfcb
",1461-1826,1650,male,en so ,flood,second,simple,The water. It's up. And the water's gonna be all the way up to the--,"The parent says, ""yes, but you need to answer the question. what flooded the basement?"""
89,95965,"c28659ed-ae34-4355-8f16-ed8892e9dfcb
",1461-1826,1650,male,en so ,flood,second,made,The flood. ,"The parent asks multiple times, ""what made the basement flood?"""
89,95965,"c28659ed-ae34-4355-8f16-ed8892e9dfcb
",1461-1826,1650,male,en so ,sunburn,first,made,"Mm, the sun. ",
89,95965,"c28659ed-ae34-4355-8f16-ed8892e9dfcb
",1461-1826,1650,male,en so ,sunburn,first,simple,The sun. ,
90,96137,"c55e8b60-b493-4ead-bde3-a89cc70309bc
",1461-1826,1740,male,en,flood,second,simple,Rain.,
90,96137,"c55e8b60-b493-4ead-bde3-a89cc70309bc
",1461-1826,1740,male,en,flood,second,made,The rain.,
90,96137,"c55e8b60-b493-4ead-bde3-a89cc70309bc
",1461-1826,1740,male,en,sunburn,second,simple,The sun.,
90,96137,"c55e8b60-b493-4ead-bde3-a89cc70309bc
",1461-1826,1740,male,en,sunburn,second,made,The sun.,
91,95640,b5e718e8-8ad2-42f2-a63d-f6d68c1a53df,1826-2191,1970,female,en,flood,second,simple,That it's flooded because of the rain.,
91,95640,b5e718e8-8ad2-42f2-a63d-f6d68c1a53df,1826-2191,1970,female,en,flood,second,made,That's because of the rain.,
91,95640,b5e718e8-8ad2-42f2-a63d-f6d68c1a53df,1826-2191,1970,female,en,sunburn,first,made,The sun.,
91,95640,b5e718e8-8ad2-42f2-a63d-f6d68c1a53df,1826-2191,1970,female,en,sunburn,first,simple,The sun.,
92,96185,"8a5c988d-0015-4ad0-bed9-a163adb63e13
",1826-2191,2070,male,en,flood,first,made,The rain.,
92,96185,"8a5c988d-0015-4ad0-bed9-a163adb63e13
",1826-2191,2070,male,en,flood,first,simple,The water.,
92,96185,"8a5c988d-0015-4ad0-bed9-a163adb63e13
",1826-2191,2070,male,en,sunburn,second,simple,The sun.,
92,96185,"8a5c988d-0015-4ad0-bed9-a163adb63e13
",1826-2191,2070,male,en,sunburn,second,made,The heat.,
93,96187,"b0cd95ab-afef-48fe-8b8f-53b034d67329
",1826-2191,2100,female,en,flood,first,made,Rain.,
93,96187,"b0cd95ab-afef-48fe-8b8f-53b034d67329
",1826-2191,2100,female,en,flood,first,simple,"The rain, I just told it. The rain. ",
93,96187,"b0cd95ab-afef-48fe-8b8f-53b034d67329
",1826-2191,2100,female,en,sunburn,second,simple,The sun.,
93,96187,"b0cd95ab-afef-48fe-8b8f-53b034d67329
",1826-2191,2100,female,en,sunburn,second,made,The sun.,
94,96280,"68aa565c-f25f-407c-84a4-bd105c102be7
",1826-2191,1980,male,en,flood,second,simple,It's raining.,
94,96280,"68aa565c-f25f-407c-84a4-bd105c102be7
",1826-2191,1980,male,en,flood,second,made,It was raining really hard.,
94,96280,"68aa565c-f25f-407c-84a4-bd105c102be7
",1826-2191,1980,male,en,sunburn,first,made,The sun was shining on her.,
94,96280,"68aa565c-f25f-407c-84a4-bd105c102be7
",1826-2191,1980,male,en,sunburn,first,simple,The sun was really hot. ,
95,96511,"24af0186-e63d-4b0f-aa19-37f2df2c6701
",1826-2191,1920,male,en km so,sunburn,second,simple,Sunscreen.,
95,96511,"24af0186-e63d-4b0f-aa19-37f2df2c6701
",1826-2191,1920,male,en km so,sunburn,second,made,The sun. The sun.,
95,96511,"24af0186-e63d-4b0f-aa19-37f2df2c6701
",1826-2191,1920,male,en km so,flood,second,simple,The water. Water. Water.,
95,96511,"24af0186-e63d-4b0f-aa19-37f2df2c6701
",1826-2191,1920,male,en km so,flood,second,made,The head.,
96,96607,"0f280eb5-a297-426b-ad9f-c9c261f8dd1b
",1826-2191,2010,male,en,flood,first,made,Rain.,
96,96607,"0f280eb5-a297-426b-ad9f-c9c261f8dd1b
",1826-2191,2010,male,en,flood,first,simple,Rain.,
96,96607,"0f280eb5-a297-426b-ad9f-c9c261f8dd1b
",1826-2191,2010,male,en,sunburn,first,made,Sunscreen. Sunburn. Sun.,
96,96607,"0f280eb5-a297-426b-ad9f-c9c261f8dd1b
",1826-2191,2010,male,en,sunburn,first,simple,Sun.,
97,96641,"39a7ae94-bbe8-4119-96c9-e8cb7e86157b
",1826-2191,2010,male,en,flood,first,made,That the windows open.,
97,96641,"39a7ae94-bbe8-4119-96c9-e8cb7e86157b
",1826-2191,2010,male,en,flood,first,simple,Cause the windows open.,
97,96641,"39a7ae94-bbe8-4119-96c9-e8cb7e86157b
",1826-2191,2010,male,en,sunburn,second,simple,Cause the sun.,
97,96641,"39a7ae94-bbe8-4119-96c9-e8cb7e86157b
",1826-2191,2010,male,en,sunburn,second,made,Cause she forgot the sunscreen.,
98,96671,"6bd0947d-3178-431e-8104-bb8e311f5d7e
",1826-2191,2010,female,en,sunburn,second,simple,"Um, the sun.",
98,96671,"6bd0947d-3178-431e-8104-bb8e311f5d7e
",1826-2191,2010,female,en,sunburn,second,made,The sun.,
98,96671,"6bd0947d-3178-431e-8104-bb8e311f5d7e
",1826-2191,2010,female,en,flood,second,simple,The windows were open.,
98,96671,"6bd0947d-3178-431e-8104-bb8e311f5d7e
",1826-2191,2010,female,en,flood,second,made,The windows and it was raining.,
99,96762,"6f86caad-9301-4b17-9682-bddfc2b823ff
",1826-2191,1830,male,en,flood,second,simple,Water. Rain.,
99,96762,"6f86caad-9301-4b17-9682-bddfc2b823ff
",1826-2191,1830,male,en,flood,second,made,The going up water level.,
99,96762,"6f86caad-9301-4b17-9682-bddfc2b823ff
",1826-2191,1830,male,en,sunburn,second,simple,The sun. The sun.,
99,96762,"6f86caad-9301-4b17-9682-bddfc2b823ff
",1826-2191,1830,male,en,sunburn,second,made,The sun. The sun.,
100,97083,"b17980ce-06fe-4ca6-9780-dd85992f66b6
",1826-2191,1890,female,en,sunburn,first,made,She didn't bring the sunscreen.,
100,97083,"b17980ce-06fe-4ca6-9780-dd85992f66b6
",1826-2191,1890,female,en,sunburn,first,simple,She forgot her sunscreen.,
100,97083,"b17980ce-06fe-4ca6-9780-dd85992f66b6
",1826-2191,1890,female,en,flood,second,simple,It flooded in the house with water.,
100,97083,"b17980ce-06fe-4ca6-9780-dd85992f66b6
",1826-2191,1890,female,en,flood,second,made,It flooded with water. ,
101,97205,"a2075604-2668-4145-964e-26511b5f2d45
",1826-2191,2160,female,en,sunburn,second,simple,Sunburns.,
101,97205,"a2075604-2668-4145-964e-26511b5f2d45
",1826-2191,2160,female,en,sunburn,second,made,The sun did.,
101,97205,"a2075604-2668-4145-964e-26511b5f2d45
",1826-2191,2160,female,en,flood,second,simple,Water.,
101,97205,"a2075604-2668-4145-964e-26511b5f2d45
",1826-2191,2160,female,en,flood,second,made,Rain.,
102,97453,e5fed68f-8908-49e5-b27f-844a3738321b,1826-2191,2160,female,en,sunburn,second,simple,The sun.,
102,97453,e5fed68f-8908-49e5-b27f-844a3738321b,1826-2191,2160,female,en,sunburn,second,made,The sun.,
102,97453,e5fed68f-8908-49e5-b27f-844a3738321b,1826-2191,2160,female,en,flood,second,simple,The open window.,
102,97453,e5fed68f-8908-49e5-b27f-844a3738321b,1826-2191,2160,female,en,flood,second,made,The rain.,
103,97460,	70f83f8c-f566-42cf-abd8-43e090be8695,1826-2191,2070,male,en,sunburn,first,made,"Um, she forgot her sunscreen and she got burned by the sun.",
103,97460,	70f83f8c-f566-42cf-abd8-43e090be8695,1826-2191,2070,male,en,sunburn,first,simple,The sun.,
103,97460,	70f83f8c-f566-42cf-abd8-43e090be8695,1826-2191,2070,male,en,flood,second,simple,The ocean water.,
103,97460,	70f83f8c-f566-42cf-abd8-43e090be8695,1826-2191,2070,male,en,flood,second,made,"Um, the rain. ",
104,97540,	b2566fbc-c6ff-4d22-984d-859bef1d21ca,1826-2191,1950,female,en,flood,first,made,"I think, because, there was someone messing with the window sill. ",
