participant_number,response_id,date_and_time,response__uuid,age_range,rounded_age,gender,lan_spoken,scenario,counterbalance,caused_question_order,question_type,full_response,response,notes
40,108678,11/4/2022 4:27 PM,1cb93b6c-c8d5-48d6-84ae-563a5fcb3e9a,1826-2191,2070,female,en,fence_break,suzy,second,caused,Suzy.,Suzy,
41,108729,11/4/2022 7:42 PM,f8db53d0-c0ef-41ed-b2e3-b06068b6c83f,1826-2191,1890,male,en fr ,mirror_crack,sophia,second,crack,Sophia.,Sophia,
41,108729,11/4/2022 7:42 PM,f8db53d0-c0ef-41ed-b2e3-b06068b6c83f,1826-2191,1890,male,en fr ,mirror_crack,sophia,second,caused,Bobby.,Bobby,
41,108729,11/4/2022 7:42 PM,f8db53d0-c0ef-41ed-b2e3-b06068b6c83f,1826-2191,1890,male,en fr ,fence_break,andy,first,caused,Bobby.,Bobby,
41,108729,11/4/2022 7:42 PM,f8db53d0-c0ef-41ed-b2e3-b06068b6c83f,1826-2191,1890,male,en fr ,fence_break,andy,first,break,Andy.,Andy,
42,108749,11/5/2022 8:33 AM,b3b25a91-3a94-4ca0-b897-e696c197e76f,1826-2191,1950,female,en fr ,mirror_crack,sophia,first,caused,The little girl. Sophia.,Sophia,
42,108749,11/5/2022 8:33 AM,b3b25a91-3a94-4ca0-b897-e696c197e76f,1826-2191,1950,female,en fr ,mirror_crack,sophia,first,crack,The boy. Bobby.,Bobby,
42,108749,11/5/2022 8:33 AM,b3b25a91-3a94-4ca0-b897-e696c197e76f,1826-2191,1950,female,en fr ,fence_break,andy,second,break,Suzy.,Suzy,
42,108749,11/5/2022 8:33 AM,b3b25a91-3a94-4ca0-b897-e696c197e76f,1826-2191,1950,female,en fr ,fence_break,andy,second,caused,Andy.,Andy,
43,108750,11/5/2022 8:49 AM,630f64a3-12de-48ff-9980-2366632a5cb8,1826-2191,2100,male,en,fence_break,suzy,second,break,Andy.,Andy,
43,108750,11/5/2022 8:49 AM,630f64a3-12de-48ff-9980-2366632a5cb8,1826-2191,2100,male,en,fence_break,suzy,second,caused,Suzy.,Suzy,
43,108750,11/5/2022 8:49 AM,630f64a3-12de-48ff-9980-2366632a5cb8,1826-2191,2100,male,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
43,108750,11/5/2022 8:49 AM,630f64a3-12de-48ff-9980-2366632a5cb8,1826-2191,2100,male,en,mirror_crack,bobby,second,caused,Bobby.,Bobby,
44,108829,11/5/2022 8:01 PM,fd81fd3a-0ab4-413f-8bca-aeb5c25dbac2,1826-2191,1920,female,en,mirror_crack,sophia,first,caused,Bobby.,Bobby,
44,108829,11/5/2022 8:01 PM,fd81fd3a-0ab4-413f-8bca-aeb5c25dbac2,1826-2191,1920,female,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
44,108829,11/5/2022 8:01 PM,fd81fd3a-0ab4-413f-8bca-aeb5c25dbac2,1826-2191,1920,female,en,fence_break,andy,first,caused,Suzy.,Suzy,
44,108829,11/5/2022 8:01 PM,fd81fd3a-0ab4-413f-8bca-aeb5c25dbac2,1826-2191,1920,female,en,fence_break,andy,first,break,Suzy.,Suzy,
45,108913,11/6/2022 12:43 PM,b7dec3a1-a7c7-489b-849d-ab09fa4245ec,1826-2191,1890,female,en km,fence_break,andy,first,caused,Andy.,Andy,
45,108913,11/6/2022 12:43 PM,b7dec3a1-a7c7-489b-849d-ab09fa4245ec,1826-2191,1890,female,en km,fence_break,andy,first,break,Andy.,Andy,
45,108913,11/6/2022 12:43 PM,b7dec3a1-a7c7-489b-849d-ab09fa4245ec,1826-2191,1890,female,en km,mirror_crack,sophia,second,crack,Bobby.,Bobby,
45,108913,11/6/2022 12:43 PM,b7dec3a1-a7c7-489b-849d-ab09fa4245ec,1826-2191,1890,female,en km,mirror_crack,sophia,second,caused,Suzy.,Suzy,
46,108931,11/6/2022 4:15 PM,41b2040d-d55d-42f9-81f0-a018d6781437,1826-2191,2160,female,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
46,108931,11/6/2022 4:15 PM,41b2040d-d55d-42f9-81f0-a018d6781437,1826-2191,2160,female,en,mirror_crack,bobby,second,caused,Bobby.,Bobby,
46,108931,11/6/2022 4:15 PM,41b2040d-d55d-42f9-81f0-a018d6781437,1826-2191,2160,female,en,fence_break,suzy,first,caused,"Bobby. Actually, Bobby? Andy?",Andy,
46,108931,11/6/2022 4:15 PM,41b2040d-d55d-42f9-81f0-a018d6781437,1826-2191,2160,female,en,fence_break,suzy,first,break,Andy.,Andy,
47,109665,11/11/2022 2:38 PM,9876fa2b-9739-495f-b73d-fbf2904e4399,1826-2191,2160,male,en pes,mirror_crack,bobby,first,caused,Sophia.,Sophia,
47,109665,11/11/2022 2:38 PM,9876fa2b-9739-495f-b73d-fbf2904e4399,1826-2191,2160,male,en pes,mirror_crack,bobby,first,crack,Sophia.,Sophia,
47,109665,11/11/2022 2:38 PM,9876fa2b-9739-495f-b73d-fbf2904e4399,1826-2191,2160,male,en pes,fence_break,suzy,second,break,Andy.,Andy,
47,109665,11/11/2022 2:38 PM,9876fa2b-9739-495f-b73d-fbf2904e4399,1826-2191,2160,male,en pes,fence_break,suzy,second,caused,Andy.,Andy,
48,109785,11/12/2022 9:46 AM,8c8a6799-1afb-422d-b35d-0e47e110e1cf,1826-2191,2100,female,en,fence_break,andy,first,caused,Andy.,Andy,
48,109785,11/12/2022 9:46 AM,8c8a6799-1afb-422d-b35d-0e47e110e1cf,1826-2191,2100,female,en,fence_break,andy,first,break,Andy.,Andy,
48,109785,11/12/2022 9:46 AM,8c8a6799-1afb-422d-b35d-0e47e110e1cf,1826-2191,2100,female,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
48,109785,11/12/2022 9:46 AM,8c8a6799-1afb-422d-b35d-0e47e110e1cf,1826-2191,2100,female,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
49,109965,11/14/2022 12:02 PM,0bfcc360-195f-4192-8d92-9447bb7f5dc0,1826-2191,1890,male,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
49,109965,11/14/2022 12:02 PM,0bfcc360-195f-4192-8d92-9447bb7f5dc0,1826-2191,1890,male,en,mirror_crack,bobby,second,caused,Sophia.,Sophia,
49,109965,11/14/2022 12:02 PM,0bfcc360-195f-4192-8d92-9447bb7f5dc0,1826-2191,1890,male,en,fence_break,suzy,first,caused,Suzy.,Suzy,
49,109965,11/14/2022 12:02 PM,0bfcc360-195f-4192-8d92-9447bb7f5dc0,1826-2191,1890,male,en,fence_break,suzy,first,break,Suzy.,Suzy,
50,110043,11/14/2022 9:11 PM,94650621-5683-4db4-b29a-5d1e899676bb,1826-2191,2190,female,en so ,fence_break,andy,first,caused,Suzy.,Suzy,
50,110043,11/14/2022 9:11 PM,94650621-5683-4db4-b29a-5d1e899676bb,1826-2191,2190,female,en so,fence_break,andy,first,break,Suzy.,Suzy,
50,110043,11/14/2022 9:11 PM,94650621-5683-4db4-b29a-5d1e899676bb,1826-2191,2190,female,en so,mirror_crack,sophia,second,crack,Bobby.,Bobby,
50,110043,11/14/2022 9:11 PM,94650621-5683-4db4-b29a-5d1e899676bb,1826-2191,2190,female, en so,mirror_crack,sophia,second,caused,Suzy.,Sophia,
51,110417,11/17/2022 12:41 PM,a3587267-a8bd-498d-b647-e2f353483403,1826-2191,2100,male,en,fence_break,suzy,second,break,Andy.,Andy,
51,110417,11/17/2022 12:41 PM,a3587267-a8bd-498d-b647-e2f353483403,1826-2191,2100,male,en,fence_break,suzy,second,caused,Suzy.,Suzy,
51,110417,11/17/2022 12:41 PM,a3587267-a8bd-498d-b647-e2f353483403,1826-2191,2100,male,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
51,110417,11/17/2022 12:41 PM,a3587267-a8bd-498d-b647-e2f353483403,1826-2191,2100,male,en,mirror_crack,bobby,second,caused,Bobby.,Bobby,
52,110582,11/18/2022 3:43 PM,fc22a1c5-5f6e-41f4-a596-ae9f1815f0e1,1826-2191,1980,male,,mirror_crack,bobby,first,caused,Sophia.,Sophia,
52,110582,11/18/2022 3:43 PM,fc22a1c5-5f6e-41f4-a596-ae9f1815f0e1,1826-2191,1980,male,,mirror_crack,bobby,first,crack,Sophia.,Sophia,
52,110582,11/18/2022 3:43 PM,fc22a1c5-5f6e-41f4-a596-ae9f1815f0e1,1826-2191,1980,male,,fence_break,suzy,first,caused,Andy.,Andy,
52,110582,11/18/2022 3:43 PM,fc22a1c5-5f6e-41f4-a596-ae9f1815f0e1,1826-2191,1980,male,,fence_break,suzy,first,break,Andy.,Andy,
53,110694,11/20/2022 12:46 AM,540e78ae-efb6-4a4b-ab52-77800e484f70,1826-2191,2100,female,,fence_break,suzy,first,caused,Suzy.,Suzy,
53,110694,11/20/2022 12:46 AM,540e78ae-efb6-4a4b-ab52-77800e484f70,1826-2191,2100,female,,fence_break,suzy,first,break,Andy.,Andy,
53,110694,11/20/2022 12:46 AM,540e78ae-efb6-4a4b-ab52-77800e484f70,1826-2191,2100,female,,mirror_crack,bobby,first,caused,Bobby.,Bobby,
53,110694,11/20/2022 12:46 AM,540e78ae-efb6-4a4b-ab52-77800e484f70,1826-2191,2100,female,,mirror_crack,bobby,first,crack,Sophia.,Sophia,
54,110870,11/21/2022 3:21 PM,32826874-6310-4840-9039-7d283555ac99,1826-2191,2100,male,en tl ta,mirror_crack,bobby,first,caused,Sophia.,Sophia,
54,110870,11/21/2022 3:21 PM,32826874-6310-4840-9039-7d283555ac99,1826-2191,2100,male,en tl ta,mirror_crack,bobby,first,crack,Sophia.,Sophia,
54,110870,11/21/2022 3:21 PM,32826874-6310-4840-9039-7d283555ac99,1826-2191,2100,male,en tl ta,fence_break,suzy,first,caused,Andy.,Andy,
54,110870,11/21/2022 3:21 PM,32826874-6310-4840-9039-7d283555ac99,1826-2191,2100,male,en tl ta,fence_break,suzy,first,break,Andy.,Andy,
55,110954,11/22/2022 2:52 PM,bb83a88d-97bf-48cb-8d54-da0038f98651,1826-2191,1920,female,en so ,fence_break,suzy,second,break,Andy broke the fence.,Andy,
55,110954,11/22/2022 2:52 PM,bb83a88d-97bf-48cb-8d54-da0038f98651,1826-2191,1920,female,en so ,fence_break,suzy,second,caused,Suzy caused the fence to break because she hit into Andy.,Suzy,
55,110954,11/22/2022 2:52 PM,bb83a88d-97bf-48cb-8d54-da0038f98651,1826-2191,1920,female,en so ,mirror_crack,bobby,first,caused,Bobby.,Bobby,
55,110954,11/22/2022 2:52 PM,bb83a88d-97bf-48cb-8d54-da0038f98651,1826-2191,1920,female,en so ,mirror_crack,bobby,first,crack,Sophia.,Sophia,
56,110960,11/22/2022 3:18 PM,ed0b9c13-d5f4-4145-8ad7-553c79126a7b,1826-2191,1950,male,en so ,mirror_crack,bobby,first,caused,Sophia.,Sophia,
56,110960,11/22/2022 3:18 PM,ed0b9c13-d5f4-4145-8ad7-553c79126a7b,1826-2191,1950,male,en so ,mirror_crack,bobby,first,crack,Sophia.,Sophia,
56,110960,11/22/2022 3:18 PM,ed0b9c13-d5f4-4145-8ad7-553c79126a7b,1826-2191,1950,male,en so ,fence_break,suzy,second,break,Andy.,Andy,
56,110960,11/22/2022 3:18 PM,ed0b9c13-d5f4-4145-8ad7-553c79126a7b,1826-2191,1950,male,en so ,fence_break,suzy,second,caused,Andy.,Andy,
57,111051,11/24/2022 7:54 PM,b7c4a651-c024-4474-a18d-f1efac73e8ad,1826-2191,1920,male,en,mirror_crack,sophia,first,caused,Bobby.,Bobby,
57,111051,11/24/2022 7:54 PM,b7c4a651-c024-4474-a18d-f1efac73e8ad,1826-2191,1920,male,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
57,111051,11/24/2022 7:54 PM,b7c4a651-c024-4474-a18d-f1efac73e8ad,1826-2191,1920,male,en,fence_break,andy,first,caused,I think it was Andy.,Andy,
57,111051,11/24/2022 7:54 PM,b7c4a651-c024-4474-a18d-f1efac73e8ad,1826-2191,1920,male,en,fence_break,andy,first,break,Suzy.,Suzy,
58,111072,11/25/2022 3:41 PM,8e84d060-eed0-46af-b08a-9b1b9b0f1003,1826-2191,1920,n/a,en ml yo,mirror_crack,bobby,first,caused,Bobby.,Bobby,
58,111072,11/25/2022 3:41 PM,8e84d060-eed0-46af-b08a-9b1b9b0f1003,1826-2191,1920,n/a,en ml yo,mirror_crack,bobby,first,crack,Sophia.,Sophia,
58,111072,11/25/2022 3:41 PM,8e84d060-eed0-46af-b08a-9b1b9b0f1003,1826-2191,1920,n/a,en mo yo,fence_break,suzy,second,break,Andy.,Andy,
58,111072,11/25/2022 3:41 PM,8e84d060-eed0-46af-b08a-9b1b9b0f1003,1826-2191,1920,n/a,en mo yo,fence_break,suzy,second,caused,Andy.,Andy,
59,111087,11/26/2022 8:36 AM,8893cee2-13c4-4df2-97ab-296de86bc3c6,1826-2191,2160,male,en,mirror_crack,sophia,first,caused,Bobby.,Bobby,
59,111087,11/26/2022 8:36 AM,8893cee2-13c4-4df2-97ab-296de86bc3c6,1826-2191,2160,male,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
59,111087,11/26/2022 8:36 AM,8893cee2-13c4-4df2-97ab-296de86bc3c6,1826-2191,2160,male,en,fence_break,andy,first,caused,Suzy.,Suzy,
59,111087,11/26/2022 8:36 AM,8893cee2-13c4-4df2-97ab-296de86bc3c6,1826-2191,2160,male,en,fence_break,andy,first,break,Suzy.,Suzy,
60,111117,11/26/2022 4:55 PM,b4c1758e-eb64-4def-87e8-0ae3536ee528,1826-2191,1950,female,en so ,fence_break,andy,second,break,Suzy.,Suzy,
60,111117,11/26/2022 4:55 PM,b4c1758e-eb64-4def-87e8-0ae3536ee528,1826-2191,1950,female,en so ,fence_break,andy,second,caused,Suzy.,Suzy,
60,111117,11/26/2022 4:55 PM,b4c1758e-eb64-4def-87e8-0ae3536ee528,1826-2191,1950,female,en so ,mirror_crack,sophia,second,crack,Bobby.,Bobby,
60,111117,11/26/2022 4:55 PM,b4c1758e-eb64-4def-87e8-0ae3536ee528,1826-2191,1950,female,en so ,mirror_crack,sophia,second,caused,Bobby because he crashed into it.,Bobby,
61,108166,11/1/2022 5:13 PM,f15e1d9a-fdbf-430d-90af-050193a0ce8d,2191-2556,2400,female,en,fence_break,andy,second,break,Suzy.,Suzy,
61,108166,11/1/2022 5:13 PM,f15e1d9a-fdbf-430d-90af-050193a0ce8d,2191-2556,2400,female,en,fence_break,andy,second,caused,Andy.,Andy,
61,108166,11/1/2022 5:13 PM,f15e1d9a-fdbf-430d-90af-050193a0ce8d,2191-2556,2400,female,en,mirror_crack,sophia,first,caused,Sophia.,Sophia,
61,108166,11/1/2022 5:13 PM,f15e1d9a-fdbf-430d-90af-050193a0ce8d,2191-2556,2400,female,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
62,108759,11/5/2022 10:25 AM,9e9074c2-b653-4341-bef2-d88d558829ba,2191-2556,2220,female,en,fence_break,suzy,second,break,Andy.,Andy,
62,108759,11/5/2022 10:25 AM,9e9074c2-b653-4341-bef2-d88d558829ba,2191-2556,2220,female,en,fence_break,suzy,second,caused,Suzy.,Suzy,
62,108759,11/5/2022 10:25 AM,9e9074c2-b653-4341-bef2-d88d558829ba,2191-2556,2220,female,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
62,108759,11/5/2022 10:25 AM,9e9074c2-b653-4341-bef2-d88d558829ba,2191-2556,2220,female,en,mirror_crack,bobby,second,caused,Bobby.,Bobby,
63,108813,11/5/2022 5:21 PM,5ab59657-e314-442b-bd63-9ae6b08c67df,2191-2556,2490,male,en,fence_break,andy,first,caused,Andy.,Andy,
63,108813,11/5/2022 5:21 PM,5ab59657-e314-442b-bd63-9ae6b08c67df,2191-2556,2490,male,en,fence_break,andy,first,break,Suzy.,Suzy,
63,108813,11/5/2022 5:21 PM,5ab59657-e314-442b-bd63-9ae6b08c67df,2191-2556,2490,male,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
63,108813,11/5/2022 5:21 PM,5ab59657-e314-442b-bd63-9ae6b08c67df,2191-2556,2490,male,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
64,108815,11/5/2022 5:26 PM,8d8fee8d-251e-4bcf-932c-92a21c7bd0ce,2191-2556,2220,female,en th,mirror_crack,bobby,second,crack,Sophia.,Sophia,
64,108815,11/5/2022 5:26 PM,8d8fee8d-251e-4bcf-932c-92a21c7bd0ce,2191-2556,2220,female,en th,mirror_crack,bobby,second,caused,Bobby.,Bobby,
64,108815,11/5/2022 5:26 PM,8d8fee8d-251e-4bcf-932c-92a21c7bd0ce,2191-2556,2220,female,en th,fence_break,suzy,first,caused,Andy.,Andy,
64,108815,11/5/2022 5:26 PM,8d8fee8d-251e-4bcf-932c-92a21c7bd0ce,2191-2556,2220,female, en th,fence_break,suzy,first,break,Andy.,Andy,
65,108835,11/5/2022 11:07 PM,a50ba3cf-df42-4e1f-a429-baf97325e345,2191-2556,2340,female,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
65,108835,11/5/2022 11:07 PM,a50ba3cf-df42-4e1f-a429-baf97325e345,2191-2556,2340,female,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
65,108835,11/5/2022 11:07 PM,a50ba3cf-df42-4e1f-a429-baf97325e345,2191-2556,2340,female,en,fence_break,andy,second,break,Suzy.,Suzy,
65,108835,11/5/2022 11:07 PM,a50ba3cf-df42-4e1f-a429-baf97325e345,2191-2556,2340,female,en,fence_break,andy,second,caused,Bobby.,Bobby,
66,108932,11/6/2022 4:25 PM,857112ad-247e-4ba8-8761-b8cde4216f3d,2191-2556,2340,male,en,fence_break,suzy,first,caused,Suzy.,Suzy,
66,108932,11/6/2022 4:25 PM,857112ad-247e-4ba8-8761-b8cde4216f3d,2191-2556,2340,male,en,fence_break,suzy,first,break,Andy.,Andy,
66,108932,11/6/2022 4:25 PM,857112ad-247e-4ba8-8761-b8cde4216f3d,2191-2556,2340,male,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
66,108932,11/6/2022 4:25 PM,857112ad-247e-4ba8-8761-b8cde4216f3d,2191-2556,2340,male,en,mirror_crack,bobby,second,caused,Sophia.,Sophia,
67,109621,11/11/2022 10:48 AM,47afe84a-2f04-46cd-b341-5d363cc71476,2191-2556,2280,female,en,fence_break,suzy,second,break,Suzy.,Suzy,
67,109621,11/11/2022 10:48 AM,47afe84a-2f04-46cd-b341-5d363cc71476,2191-2556,2280,female,en,fence_break,suzy,second,caused,Suzy.,Suzy,
67,109621,11/11/2022 10:48 AM,47afe84a-2f04-46cd-b341-5d363cc71476,2191-2556,2280,female,en,mirror_crack,bobby,first,caused,Bobby.,Bobby,
67,109621,11/11/2022 10:48 AM,47afe84a-2f04-46cd-b341-5d363cc71476,2191-2556,2280,female,en,mirror_crack,bobby,first,crack,Bobby.,Bobby,
68,109732,11/11/2022 6:33 PM,58eb1a1d-e3b1-43d8-8012-57e66ab179c6,2191-2556,2160,male,en so ,mirror_crack,sophia,first,caused,Sophia. Because she was the one who made him go crash it.,Sophia ,
68,109732,11/11/2022 6:33 PM,58eb1a1d-e3b1-43d8-8012-57e66ab179c6,2191-2556,2160,male,en so ,mirror_crack,sophia,first,crack,Well I would say Bobby because he is the one who went flying but both of them kind of because she is the one who scared him and he is the one who jumped in and actually broke the mirror.,Bobby,
68,109732,11/11/2022 6:33 PM,58eb1a1d-e3b1-43d8-8012-57e66ab179c6,2191-2556,2160,male,en so ,fence_break,andy,second,break,Andy.,Andy,
68,109732,11/11/2022 6:33 PM,58eb1a1d-e3b1-43d8-8012-57e66ab179c6,2191-2556,2160,male, en so,fence_break,andy,second,caused,Andy.,Andy,
69,109807,11/12/2022 1:30 PM,65ea7cdb-de6d-497d-843c-d36d3217c49d,2191-2556,2490,male,en,fence_break,andy,first,caused,Andy.,Andy,
69,109807,11/12/2022 1:30 PM,65ea7cdb-de6d-497d-843c-d36d3217c49d,2191-2556,2490,male,en,fence_break,andy,first,break,Andy and Suzy.,Andy and Suzy,
69,109807,11/12/2022 1:30 PM,65ea7cdb-de6d-497d-843c-d36d3217c49d,2191-2556,2490,male,en,mirror_crack,sophia,first,caused,Bobby.,Bobby,
69,109807,11/12/2022 1:30 PM,65ea7cdb-de6d-497d-843c-d36d3217c49d,2191-2556,2490,male,en,mirror_crack,sophia,first,crack,Bobby and Sophia.,Bobby and Sophia,
70,109842,11/12/2022 4:12 PM,e16380f9-0e2d-4375-8db0-c69b7b7a09ea,2191-2556,2400,female,en so ,fence_break,suzy,second,break,Andy.,Andy,
70,109842,11/12/2022 4:12 PM,e16380f9-0e2d-4375-8db0-c69b7b7a09ea,2191-2556,2400,female,en so ,fence_break,suzy,second,caused,Suzy.,Suzy,
70,109842,11/12/2022 4:12 PM,e16380f9-0e2d-4375-8db0-c69b7b7a09ea,2191-2556,2400,female,en so ,mirror_crack,bobby,first,caused,Bobby.,Bobby,
70,109842,11/12/2022 4:12 PM,e16380f9-0e2d-4375-8db0-c69b7b7a09ea,2191-2556,2400,female,en so ,mirror_crack,bobby,first,crack,Sophia.,Sophia,
71,109843,11/12/2022 5:07 PM,dcde0bee-56f8-4025-9a89-9f5fe1ba8b46,2191-2556,2220,male,en,mirror_crack,bobby,second,crack,Bobby.,Bobby,
71,109843,11/12/2022 5:07 PM,dcde0bee-56f8-4025-9a89-9f5fe1ba8b46,2191-2556,2220,male,en,mirror_crack,bobby,second,caused,Sophia.,Sophia,
71,109843,11/12/2022 5:07 PM,dcde0bee-56f8-4025-9a89-9f5fe1ba8b46,2191-2556,2220,male,en,fence_break,suzy,second,break,Andy.,Andy,
71,109843,11/12/2022 5:07 PM,dcde0bee-56f8-4025-9a89-9f5fe1ba8b46,2191-2556,2220,male,en,fence_break,suzy,second,caused,Suzy.,Suzy,
72,109891,11/13/2022 12:23 PM,9d7303c8-27ea-4339-aa3f-31d59f6623b3,2191-2556,2460,male,en,fence_break,suzy,second,break,Maggie broke the fence.,Maggie,
72,109891,11/13/2022 12:23 PM,9d7303c8-27ea-4339-aa3f-31d59f6623b3,2191-2556,2460,male,en,fence_break,suzy,second,caused,Suzy caused the fence to break.,Suzy,
72,109891,11/13/2022 12:23 PM,9d7303c8-27ea-4339-aa3f-31d59f6623b3,2191-2556,2460,male,en,mirror_crack,bobby,second,crack,Sophia broke the mirror.,Sophia,
72,109891,11/13/2022 12:23 PM,9d7303c8-27ea-4339-aa3f-31d59f6623b3,2191-2556,2460,male,en,mirror_crack,bobby,second,caused,Bobby caused the fence to crack.,Bobby,
73,109912,11/13/2022 5:08 PM,1a609617-4bd2-4dd3-8ba8-5c104263d870,2191-2556,2250,female,,fence_break,andy,second,break,Suzy.,Suzy,
73,109912,11/13/2022 5:08 PM,1a609617-4bd2-4dd3-8ba8-5c104263d870,2191-2556,2250,female,,fence_break,andy,second,caused,Andy.,Andy,
73,109912,11/13/2022 5:08 PM,1a609617-4bd2-4dd3-8ba8-5c104263d870,2191-2556,2250,female,,mirror_crack,sophia,first,caused,Sophia.,Sophia,
73,109912,11/13/2022 5:08 PM,1a609617-4bd2-4dd3-8ba8-5c104263d870,2191-2556,2250,female,,mirror_crack,sophia,first,crack,Bobby.,Bobby,
74,109998,11/14/2022 3:51 PM,08ec9518-4760-40ce-a457-d0c803c83c3b,2191-2556,2460,male,en,fence_break,andy,second,break,Suzy.,Suzy,
74,109998,11/14/2022 3:51 PM,08ec9518-4760-40ce-a457-d0c803c83c3b,2191-2556,2460,male,en,fence_break,andy,second,caused,Andy.,Andy,
74,109998,11/14/2022 3:51 PM,08ec9518-4760-40ce-a457-d0c803c83c3b,2191-2556,2460,male,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
74,109998,11/14/2022 3:51 PM,08ec9518-4760-40ce-a457-d0c803c83c3b,2191-2556,2460,male,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
75,110037,11/14/2022 7:42 PM,42756745-7909-4e3c-8c05-22ebad591453,2191-2556,2520,male,en gu,mirror_crack,bobby,first,caused,Bobby because he was the one who did it but he caused it but he caused it by accident.,Bobby,
75,110037,11/14/2022 7:42 PM,42756745-7909-4e3c-8c05-22ebad591453,2191-2556,2520,male,en gu,mirror_crack,bobby,first,crack,Sophia. But it was Bobby by accident who made Sophia crack the mirror.,Sophia,
75,110037,11/14/2022 7:42 PM,42756745-7909-4e3c-8c05-22ebad591453,2191-2556,2520,male, en gu,fence_break,suzy,first,caused,I think it was both of them because Andy was watching and Suzy wasn't watching and was riding super fast.,Andy and Suzy,
75,110037,11/14/2022 7:42 PM,42756745-7909-4e3c-8c05-22ebad591453,2191-2556,2520,male,en gu,fence_break,suzy,first,break,Andy.,Andy,
76,110038,11/14/2022 8:02 PM,c3bb9eba-9700-469a-9f1b-eee09c15fabc,2191-2556,2490,male,en bn he,mirror_crack,sophia,first,caused,Bobby.,Bobby,
76,110038,11/14/2022 8:02 PM,c3bb9eba-9700-469a-9f1b-eee09c15fabc,2191-2556,2490,male,en bn he,mirror_crack,sophia,first,crack,Bobby.,Bobby,
76,110038,11/14/2022 8:02 PM,c3bb9eba-9700-469a-9f1b-eee09c15fabc,2191-2556,2490,male,en bn he,fence_break,andy,second,break,Suzy.,Suzy,
76,110038,11/14/2022 8:02 PM,c3bb9eba-9700-469a-9f1b-eee09c15fabc,2191-2556,2490,male,en bn he,fence_break,andy,second,caused,Suzy.,Suzy,
77,110040,11/14/2022 8:14 PM,f8c9d1c6-5bb6-4900-9386-3706a3146da2,2191-2556,2280,male,,mirror_crack,sophia,first,caused,Bobby.,Bobby,
77,110040,11/14/2022 8:14 PM,f8c9d1c6-5bb6-4900-9386-3706a3146da2,2191-2556,2280,male,,mirror_crack,sophia,first,crack,Bobby.,Bobby,
77,110040,11/14/2022 8:14 PM,f8c9d1c6-5bb6-4900-9386-3706a3146da2,2191-2556,2280,male,,fence_break,andy,second,break,Suzy.,Suzy,
77,110040,11/14/2022 8:14 PM,f8c9d1c6-5bb6-4900-9386-3706a3146da2,2191-2556,2280,male,,fence_break,andy,second,caused,The boy's name.,Andy,
78,110604,11/18/2022 5:51 PM,49b5a7b1-6f9c-4066-8d3b-795359597e18,2191-2556,2370,female,en,fence_break,suzy,second,break,Andy.,Andy,
78,110604,11/18/2022 5:51 PM,49b5a7b1-6f9c-4066-8d3b-795359597e18,2191-2556,2370,female,en,fence_break,suzy,second,caused,Suzy.,Suzy,
78,110604,11/18/2022 5:51 PM,49b5a7b1-6f9c-4066-8d3b-795359597e18,2191-2556,2370,female,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
78,110604,11/18/2022 5:51 PM,49b5a7b1-6f9c-4066-8d3b-795359597e18,2191-2556,2370,female,en,mirror_crack,bobby,second,caused,Bobby.,Bobby,
79,110681,11/19/2022 4:22 PM,a463537b-ad89-4f40-8a04-53b6e1b6b762,2191-2556,2370,male,en ml,mirror_crack,bobby,first,caused,Sophia.,Sophia,
79,110681,11/19/2022 4:22 PM,a463537b-ad89-4f40-8a04-53b6e1b6b762,2191-2556,2370,male,en ml,mirror_crack,bobby,first,crack,Sophia.,Sophia,
79,110681,11/19/2022 4:22 PM,a463537b-ad89-4f40-8a04-53b6e1b6b762,2191-2556,2370,male,en ml,fence_break,suzy,second,break,Andy.,Andy,
79,110681,11/19/2022 4:22 PM,a463537b-ad89-4f40-8a04-53b6e1b6b762,2191-2556,2370,male,en ml,fence_break,suzy,second,caused,Suzy.,Suzy,
80,110766,11/20/2022 4:06 PM,2709ecbf-39bd-4424-8e37-654fabf553b0,2191-2556,2400,male,en,fence_break,andy,second,break,None.,None.,
80,110766,11/20/2022 4:06 PM,2709ecbf-39bd-4424-8e37-654fabf553b0,2191-2556,2400,male,en,fence_break,andy,second,caused,Andy.,Andy,
