workerid,proliferate.condition,internal_node_id,responses,rt,time_elapsed,trial_index,trial_type,participants.age,participants.ethnicity,participants.feedback,participants.gender,participants.race,participants.time,error
999,condition 1,0.0-3.0,"{""sunburn_made_response"":""The sun/UV made Suzy's unprotected skin burn""}",29212.7,137278,16,survey-text,25,Non-Hispanic,The specific way the questions were worded influenced the way I answered.,Female,White,47085.8,
999,condition 1,0.0-4.0,"{""sunburn_simple_response"":""The sun/UV burned her skin""}",17676.5,155206,17,survey-text,25,Non-Hispanic,The specific way the questions were worded influenced the way I answered.,Female,White,47085.8,
999,condition 1,0.0-7.0,"{""flood_made_response"":""The rain""}",9540.8,217802,42,survey-text,25,Non-Hispanic,The specific way the questions were worded influenced the way I answered.,Female,White,47085.8,
999,condition 1,0.0-8.0,"{""flood_simple_response"":""Water""}",5621.5,223682,43,survey-text,25,Non-Hispanic,The specific way the questions were worded influenced the way I answered.,Female,White,47085.8,
984,condition 1,0.0-3.0,"{""flood_simple_response"":""There was a heavy rainstorm outside and the window was open""}",11370.8,58747,25,survey-text,25,Non-Hispanic,N/A,Female,Asian,18502.3,
984,condition 1,0.0-4.0,"{""flood_made_response"":""There was a heavy rainstorm outside and since the latch was broken the water came in""}",12798.7,71799,26,survey-text,25,Non-Hispanic,N/A,Female,Asian,18502.3,
984,condition 1,0.0-7.0,"{""sunburn_simple_response"":""The sun burnt her skin""}",5597.9,98113,42,survey-text,25,Non-Hispanic,N/A,Female,Asian,18502.3,
984,condition 1,0.0-8.0,"{""sunburn_made_response"":""She forgot her sunscreen on the table at home""}",6223.9,104592,43,survey-text,25,Non-Hispanic,N/A,Female,Asian,18502.3,
977,condition 1,0.0-3.0,"{""flood_made_response"":""The rain coming in through the open window.""}",15190.4,121945,25,survey-text,31,Hispanic,The thing that actually caused what was going on and why it was caused by that. No questions or comments.,Female,White,33294.6,
977,condition 1,0.0-4.0,"{""flood_simple_response"":""The rain that came through the open window.""}",13000.4,135219,26,survey-text,31,Hispanic,The thing that actually caused what was going on and why it was caused by that. No questions or comments.,Female,White,33294.6,
977,condition 1,0.0-7.0,"{""sunburn_made_response"":""The sun since she forgot her sunscreen at home. ""}",14531.7,213050,42,survey-text,31,Hispanic,The thing that actually caused what was going on and why it was caused by that. No questions or comments.,Female,White,33294.6,
977,condition 1,0.0-8.0,"{""sunburn_simple_response"":""The sun because she forgot her sunscreen at home.""}",11715.1,225037,43,survey-text,31,Hispanic,The thing that actually caused what was going on and why it was caused by that. No questions or comments.,Female,White,33294.6,
939,condition 1,0.0-3.0,"{""flood_made_response"":""All of the rain from outside made the basement flood.""}",24694.6,195529,25,survey-text,21,Non-Hispanic,I realized as I answered that I don't really think of mistakes or something done in the moment as what technically was the cause of anything!,Female,American Indian/Alaska Native,72685.4,
939,condition 1,0.0-4.0,"{""flood_simple_response"":""Rain water.""}",12425.2,208222,26,survey-text,21,Non-Hispanic,I realized as I answered that I don't really think of mistakes or something done in the moment as what technically was the cause of anything!,Female,American Indian/Alaska Native,72685.4,
939,condition 1,0.0-7.0,"{""sunburn_made_response"":""The sun, because she forgot her sunscreen.""}",13405.2,249867,42,survey-text,21,Non-Hispanic,I realized as I answered that I don't really think of mistakes or something done in the moment as what technically was the cause of anything!,Female,American Indian/Alaska Native,72685.4,
939,condition 1,0.0-8.0,"{""sunburn_simple_response"":""The sun.""}",8028,258157,43,survey-text,21,Non-Hispanic,I realized as I answered that I don't really think of mistakes or something done in the moment as what technically was the cause of anything!,Female,American Indian/Alaska Native,72685.4,
945,condition 1,0.0-3.0,"{""flood_simple_response"":""The rain.""}",9956.8,84920,25,survey-text,28,Non-Hispanic,The wording of the questions.,Male,White,35251.2,
945,condition 1,0.0-4.0,"{""flood_made_response"":""The window was open.""}",10130.2,95306,26,survey-text,28,Non-Hispanic,The wording of the questions.,Male,White,35251.2,
945,condition 1,0.0-7.0,"{""sunburn_simple_response"":""The sun.""}",5452.7,128126,42,survey-text,28,Non-Hispanic,The wording of the questions.,Male,White,35251.2,
945,condition 1,0.0-8.0,"{""sunburn_made_response"":""She didn't apply sunscreen.""}",7486.6,135868,43,survey-text,28,Non-Hispanic,The wording of the questions.,Male,White,35251.2,
988,condition 1,0.0-3.0,"{""flood_simple_response"":""The rain that got into the window that Andy was busy fixing. It was left without a proper handle anymore and let the rain in.""}",37445.5,104481,25,survey-text,21,Non-Hispanic,,Male,Asian,5425.1,
988,condition 1,0.0-4.0,"{""flood_made_response"":""The basement flooded from the rain that got through while Andy was busy fixing the window latch.""}",39168,143904,26,survey-text,21,Non-Hispanic,,Male,Asian,5425.1,
988,condition 1,0.0-7.0,"{""sunburn_simple_response"":""Suzy forgot to bring her sunscreen and got burned.""}",16780,182297,42,survey-text,21,Non-Hispanic,,Male,Asian,5425.1,
988,condition 1,0.0-8.0,"{""sunburn_made_response"":""Suzy's skin burned due to extended exposure from the sun as she did not have sunscreen to apply.""}",26473.9,209035,43,survey-text,21,Non-Hispanic,,Male,Asian,5425.1,
970,condition 1,0.0-3.0,"{""sunburn_made_response"":""Direct sunlight""}",6246.9,43095,16,survey-text,34,Non-Hispanic,I read and answered the questions literally,Male,White,14629.1,
970,condition 1,0.0-4.0,"{""sunburn_simple_response"":""Sunlight""}",4645.4,48008,17,survey-text,34,Non-Hispanic,I read and answered the questions literally,Male,White,14629.1,
970,condition 1,0.0-7.0,"{""flood_made_response"":""Water""}",5024.2,89701,42,survey-text,34,Non-Hispanic,I read and answered the questions literally,Male,White,14629.1,
970,condition 1,0.0-8.0,"{""flood_simple_response"":""Water""}",3746.7,93713,43,survey-text,34,Non-Hispanic,I read and answered the questions literally,Male,White,14629.1,
979,condition 1,0.0-3.0,"{""flood_simple_response"":""The rain flooded the basement because the latch on the window was not there to keep the window closed and water coming in""}",24866.4,101824,25,survey-text,22,,the type of question being asked (ie if it was passive or not) ,Female,,23342.6,
979,condition 1,0.0-4.0,"{""flood_made_response"":""the lack of the latch on the window during the rain storm""}",16383.8,118460,26,survey-text,22,,the type of question being asked (ie if it was passive or not) ,Female,,23342.6,
979,condition 1,0.0-7.0,"{""sunburn_simple_response"":""the sun ""}",4383.6,160057,42,survey-text,22,,the type of question being asked (ie if it was passive or not) ,Female,,23342.6,
979,condition 1,0.0-8.0,"{""sunburn_made_response"":""the lack of sunscreen on her when she was sitting in the sun at the beach""}",19396.5,179709,43,survey-text,22,,the type of question being asked (ie if it was passive or not) ,Female,,23342.6,
982,condition 1,0.0-3.0,"{""sunburn_simple_response"":""The sun""}",9817.8,77865,16,survey-text,34,Non-Hispanic,"I dont know, I just answered the questions",Female,White,33236,
982,condition 1,0.0-4.0,"{""sunburn_made_response"":""The sun""}",9190.8,87309,17,survey-text,34,Non-Hispanic,"I dont know, I just answered the questions",Female,White,33236,
982,condition 1,0.0-7.0,"{""flood_simple_response"":""The rain""}",10370.9,172052,42,survey-text,34,Non-Hispanic,"I dont know, I just answered the questions",Female,White,33236,
982,condition 1,0.0-8.0,"{""flood_made_response"":""The rain""}",5799.1,178117,43,survey-text,34,Non-Hispanic,"I dont know, I just answered the questions",Female,White,33236,
949,condition 1,0.0-3.0,"{""flood_made_response"":"" the window was open""}",10109.1,102516,25,survey-text,45,Non-Hispanic,none,Female,White,20425.5,
949,condition 1,0.0-4.0,"{""flood_simple_response"":""rain from the outside because some not very intelligent decision was made to put a window in the basement.""}",49269.7,152053,26,survey-text,45,Non-Hispanic,none,Female,White,20425.5,
949,condition 1,0.0-7.0,"{""sunburn_made_response"":"" suzy did not apply sunscreen because she forgot it at home""}",27009.7,215210,42,survey-text,45,Non-Hispanic,none,Female,White,20425.5,
949,condition 1,0.0-8.0,"{""sunburn_simple_response"":""ultra violet rays from the sun burned her because she was not protected with sunscreen""}",24916.7,240384,43,survey-text,45,Non-Hispanic,none,Female,White,20425.5,
952,condition 1,0.0-3.0,"{""sunburn_made_response"":""She forgot to bring and put on sunscreen""}",21761.1,60616,16,survey-text,24,Hispanic,How I felt I would answer,Male,Hispanic,30153.9,
952,condition 1,0.0-4.0,"{""sunburn_simple_response"":""The sun""}",7212.2,68080,17,survey-text,24,Hispanic,How I felt I would answer,Male,Hispanic,30153.9,
952,condition 1,0.0-7.0,"{""flood_made_response"":""The lack of a latch on the window""}",10394.1,118305,42,survey-text,24,Hispanic,How I felt I would answer,Male,Hispanic,30153.9,
952,condition 1,0.0-8.0,"{""flood_simple_response"":""The water levels""}",8237.6,126807,43,survey-text,24,Hispanic,How I felt I would answer,Male,Hispanic,30153.9,
998,condition 1,0.0-3.0,"{""flood_made_response"":""It started raining and there was no window latch because Andy was fixing it at his workshop.""}",29056.1,108044,25,survey-text,20,Non-Hispanic,My responses were based on the data given in the scenario ,Male,Asian,25462.5,
998,condition 1,0.0-4.0,"{""flood_simple_response"":""The rain pouring outside.""}",9216.3,117513,26,survey-text,20,Non-Hispanic,My responses were based on the data given in the scenario ,Male,Asian,25462.5,
998,condition 1,0.0-7.0,"{""sunburn_made_response"":""The sun""}",7586.3,148355,42,survey-text,20,Non-Hispanic,My responses were based on the data given in the scenario ,Male,Asian,25462.5,
998,condition 1,0.0-8.0,"{""sunburn_simple_response"":""The sun because she forgot to bring sunscreen""}",9695.2,158303,43,survey-text,20,Non-Hispanic,My responses were based on the data given in the scenario ,Male,Asian,25462.5,
985,condition 1,0.0-3.0,"{""sunburn_made_response"":""the lack of sunscreen""}",8897,52116,16,survey-text,32,Hispanic,what happened influenced my response,Male,White,20506,
985,condition 1,0.0-4.0,"{""sunburn_simple_response"":""the sun""}",4805,57190,17,survey-text,32,Hispanic,what happened influenced my response,Male,White,20506,
985,condition 1,0.0-7.0,"{""flood_made_response"":""the rain and the open window""}",9171,101422,42,survey-text,32,Hispanic,what happened influenced my response,Male,White,20506,
985,condition 1,0.0-8.0,"{""flood_simple_response"":""water""}",4351,106028,43,survey-text,32,Hispanic,what happened influenced my response,Male,White,20506,
955,condition 1,0.0-3.0,"{""sunburn_made_response"":""The sun""}",9916.8,90651,16,survey-text,39,Non-Hispanic,I responded based on my first thought rather than over thinking my answers.,Female,White,36881,
955,condition 1,0.0-4.0,"{""sunburn_simple_response"":""The sun""}",5793.4,96714,17,survey-text,39,Non-Hispanic,I responded based on my first thought rather than over thinking my answers.,Female,White,36881,
955,condition 1,0.0-7.0,"{""flood_made_response"":""Rain coming in the open window""}",12501.8,178211,42,survey-text,39,Non-Hispanic,I responded based on my first thought rather than over thinking my answers.,Female,White,36881,
955,condition 1,0.0-8.0,"{""flood_simple_response"":""Rain""}",4552.9,183019,43,survey-text,39,Non-Hispanic,I responded based on my first thought rather than over thinking my answers.,Female,White,36881,
941,condition 1,0.0-3.0,"{""sunburn_simple_response"":""The sun burned her skin because she left her sunscreen at home.""}",39577,135492,16,survey-text,49,Non-Hispanic,,Male,White,30587.8,
941,condition 1,0.0-4.0,"{""sunburn_made_response"":""The sun burned her skin because she left her sunscreen at home.""}",50265.7,186008,17,survey-text,49,Non-Hispanic,,Male,White,30587.8,
941,condition 1,0.0-7.0,"{""flood_simple_response"":""Rain water flooded the basement because of the open window.""}",33885.8,307293,42,survey-text,49,Non-Hispanic,,Male,White,30587.8,
941,condition 1,0.0-8.0,"{""flood_made_response"":""The open window made the basement flood with rain water.""}",45016.9,352564,43,survey-text,49,Non-Hispanic,,Male,White,30587.8,
940,condition 1,0.0-3.0,"{""flood_made_response"":""  Removing the latch and leaving the window open""}",153911.6,1146269,25,survey-text,22,Non-Hispanic,The factors that helped me decide how to respond were how the question was phrased.,Female,White,34180.4,
940,condition 1,0.0-4.0,"{""flood_simple_response"":""Removing the latch""}",20645,1167176,26,survey-text,22,Non-Hispanic,The factors that helped me decide how to respond were how the question was phrased.,Female,White,34180.4,
940,condition 1,0.0-7.0,"{""sunburn_made_response"":""Forgetting her sunscreen""}",10482.8,1589877,42,survey-text,22,Non-Hispanic,The factors that helped me decide how to respond were how the question was phrased.,Female,White,34180.4,
940,condition 1,0.0-8.0,"{""sunburn_simple_response"":""Lack of sunscreen""}",11401.8,1601537,43,survey-text,22,Non-Hispanic,The factors that helped me decide how to respond were how the question was phrased.,Female,White,34180.4,
1003,condition 1,0.0-3.0,"{""sunburn_simple_response"":""The heat from the sun.""}",11959.9,70405,16,survey-text,26,Non-Hispanic,no comments or questions. I answered how a child would.,Male,Asian,21087.5,
1003,condition 1,0.0-4.0,"{""sunburn_made_response"":""not having protection from the sun.""}",9397.1,80068,17,survey-text,26,Non-Hispanic,no comments or questions. I answered how a child would.,Male,Asian,21087.5,
1003,condition 1,0.0-7.0,"{""flood_simple_response"":""the heavy rain""}",6557.2,154610,42,survey-text,26,Non-Hispanic,no comments or questions. I answered how a child would.,Male,Asian,21087.5,
1003,condition 1,0.0-8.0,"{""flood_made_response"":""the window was open""}",8241.3,163114,43,survey-text,26,Non-Hispanic,no comments or questions. I answered how a child would.,Male,Asian,21087.5,
983,condition 1,0.0-3.0,"{""flood_simple_response"":""The rainwater""}",10936.4,220205,25,survey-text,35,Non-Hispanic,My perception of what took place.,Female,White,46711.3,
983,condition 1,0.0-4.0,"{""flood_made_response"":""An open window let in rain""}",18647,239111,26,survey-text,35,Non-Hispanic,My perception of what took place.,Female,White,46711.3,
983,condition 1,0.0-7.0,"{""sunburn_simple_response"":""the sun""}",6203.7,297861,42,survey-text,35,Non-Hispanic,My perception of what took place.,Female,White,46711.3,
983,condition 1,0.0-8.0,"{""sunburn_made_response"":""rays from the sun""}",8914.9,307034,43,survey-text,35,Non-Hispanic,My perception of what took place.,Female,White,46711.3,
957,condition 1,0.0-3.0,"{""sunburn_simple_response"":""The sun""}",7137.5,57954,16,survey-text,25,Hispanic,the unbiased reason why something happened,Male,White,37757.2,
957,condition 1,0.0-4.0,"{""sunburn_made_response"":""Damage to skin""}",9128.2,67335,17,survey-text,25,Hispanic,the unbiased reason why something happened,Male,White,37757.2,
957,condition 1,0.0-7.0,"{""flood_simple_response"":""water from the rain""}",8832.8,141476,42,survey-text,25,Hispanic,the unbiased reason why something happened,Male,White,37757.2,
957,condition 1,0.0-8.0,"{""flood_made_response"":""window open during a flood""}",11826.2,153555,43,survey-text,25,Hispanic,the unbiased reason why something happened,Male,White,37757.2,
968,condition 1,0.0-3.0,"{""sunburn_made_response"":""not wearing sunscreen and being in the sun ""}",9347.1,65718,16,survey-text,25,Non-Hispanic,,Female,Asian,10655.1,
968,condition 1,0.0-4.0,"{""sunburn_simple_response"":""UV rays from the sun""}",5784.8,71756,17,survey-text,25,Non-Hispanic,,Female,Asian,10655.1,
968,condition 1,0.0-7.0,"{""flood_made_response"":""the window being open while it rained""}",9026.3,123849,42,survey-text,25,Non-Hispanic,,Female,Asian,10655.1,
968,condition 1,0.0-8.0,"{""flood_simple_response"":""the rain""}",3669.5,127771,43,survey-text,25,Non-Hispanic,,Female,Asian,10655.1,
974,condition 1,0.0-3.0,"{""sunburn_made_response"":""The sun and the fact she left her sunscreen behind.""}",39454.8,135107,16,survey-text,65,Non-Hispanic,I just tried to use common sense.,Male,White,40785.7,
974,condition 1,0.0-4.0,"{""sunburn_simple_response"":""The sun.""}",13698.6,149080,17,survey-text,65,Non-Hispanic,I just tried to use common sense.,Male,White,40785.7,
974,condition 1,0.0-7.0,"{""flood_made_response"":""Andy leaving the window unlatched. ""}",23901.4,269647,42,survey-text,65,Non-Hispanic,I just tried to use common sense.,Male,White,40785.7,
974,condition 1,0.0-8.0,"{""flood_simple_response"":""Water from the rain.""}",14428.6,284352,43,survey-text,65,Non-Hispanic,I just tried to use common sense.,Male,White,40785.7,
969,condition 1,0.0-3.0,"{""sunburn_made_response"":""the UV lights from the sun because she did not have protection""}",21182.9,68633,16,survey-text,27,Hispanic,seeing the whole picture,Female,White,17320.5,
969,condition 1,0.0-4.0,"{""sunburn_simple_response"":""UV lights from the sun because she forgot her sunscreen for protection""}",23173.1,92073,17,survey-text,27,Hispanic,seeing the whole picture,Female,White,17320.5,
969,condition 1,0.0-7.0,"{""flood_made_response"":""the rain overfilled and the windows were left open the so the basement flooded""}",27622.2,184914,42,survey-text,27,Hispanic,seeing the whole picture,Female,White,17320.5,
969,condition 1,0.0-8.0,"{""flood_simple_response"":""the rain overfilled and the windows were left open the so the basement flooded""}",4818.5,189992,43,survey-text,27,Hispanic,seeing the whole picture,Female,White,17320.5,
997,condition 1,0.0-3.0,"{""sunburn_simple_response"":""the sun""}",6725.9,251070,16,survey-text,23,Non-Hispanic,The wording and scenario influenced my responses,Male,White,23054.5,
997,condition 1,0.0-4.0,"{""sunburn_made_response"":""the heat from the sun""}",7123.6,258446,17,survey-text,23,Non-Hispanic,The wording and scenario influenced my responses,Male,White,23054.5,
997,condition 1,0.0-7.0,"{""flood_simple_response"":""rainwater""}",11100.4,333443,42,survey-text,23,Non-Hispanic,The wording and scenario influenced my responses,Male,White,23054.5,
997,condition 1,0.0-8.0,"{""flood_made_response"":""rain coming through the open window""}",25222.7,358917,43,survey-text,23,Non-Hispanic,The wording and scenario influenced my responses,Male,White,23054.5,
963,condition 1,0.0-3.0,"{""flood_made_response"":""The window latch being removed""}",8227.3,125290,25,survey-text,31,Non-Hispanic,Nope,Male,White,16179.3,
963,condition 1,0.0-4.0,"{""flood_simple_response"":""Rain""}",4944.6,130498,26,survey-text,31,Non-Hispanic,Nope,Male,White,16179.3,
963,condition 1,0.0-7.0,"{""sunburn_made_response"":"" The sun""}",4216.9,153806,42,survey-text,31,Non-Hispanic,Nope,Male,White,16179.3,
963,condition 1,0.0-8.0,"{""sunburn_simple_response"":""The sun""}",3477.8,157543,43,survey-text,31,Non-Hispanic,Nope,Male,White,16179.3,
973,condition 1,0.0-3.0,"{""flood_simple_response"":""rainwater""}",7107,140984,25,survey-text,43,Non-Hispanic,I just answered based on what I read,Female,White,24496.8,
973,condition 1,0.0-4.0,"{""flood_made_response"":""the window was opened because the latch was broken""}",14797.5,156038,26,survey-text,43,Non-Hispanic,I just answered based on what I read,Female,White,24496.8,
973,condition 1,0.0-7.0,"{""sunburn_simple_response"":""the sun because she didn't apply sunscreen""}",12552,208490,42,survey-text,43,Non-Hispanic,I just answered based on what I read,Female,White,24496.8,
973,condition 1,0.0-8.0,"{""sunburn_made_response"":""The sun, because she didn't use sunscreen""}",15867.1,224617,43,survey-text,43,Non-Hispanic,I just answered based on what I read,Female,White,24496.8,
