workerid,proliferate.condition,internal_node_id,responses,rt,time_elapsed,trial_index,trial_type,participants.age,participants.ethnicity,participants.feedback,participants.gender,participants.race,participants.time,error
634,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun""}",19077.285,240731,16,survey-text,34,Non-Hispanic,no,Male,White,20149.045,
634,condition,0.0-4.0,"{""sunburn_cause_response"":""she wasn't wearing her sunscreen""}",92077.16,333064,17,survey-text,34,Non-Hispanic,no,Male,White,20149.045,
634,condition,0.0-7.0,"{""flood_simple_response"":""the heavy rainfall""}",44312.41,569904,42,survey-text,34,Non-Hispanic,no,Male,White,20149.045,
634,condition,0.0-8.0,"{""flood_cause_response"":""Andy had to fix the latch on his window leaving the door opened.""}",55771.945,625933,43,survey-text,34,Non-Hispanic,no,Male,White,20149.045,
664,condition,0.0-3.0,"{""flood_simple_response"":""rain water""}",10074.2,159107,25,survey-text,35,Non-Hispanic,"no factors, i answered as i deemed fit",Male,Black/African American,40858.2,
664,condition,0.0-4.0,"{""flood_cause_response"":""the rain water got in through the window which was open because andy had to take off the latch to fix it""}",51097.9,210457,26,survey-text,35,Non-Hispanic,"no factors, i answered as i deemed fit",Male,Black/African American,40858.2,
664,condition,0.0-7.0,"{""sunburn_simple_response"":""the sun at the beach""}",11906.5,377107,42,survey-text,35,Non-Hispanic,"no factors, i answered as i deemed fit",Male,Black/African American,40858.2,
664,condition,0.0-8.0,"{""sunburn_cause_response"":""the sun from the beach because she forgot the sun screen""}",25398.4,402760,43,survey-text,35,Non-Hispanic,"no factors, i answered as i deemed fit",Male,Black/African American,40858.2,
636,condition,0.0-3.0,"{""sunburn_cause_response"":""Exposure to sun rays.""}",40967.5,79560,16,survey-text,33,Non-Hispanic,None,Female,White,21804.2,
636,condition,0.0-4.0,"{""sunburn_simple_response"":""Rays from the sun""}",25051.8,104865,17,survey-text,33,Non-Hispanic,None,Female,White,21804.2,
636,condition,0.0-7.0,"{""flood_cause_response"":""Opened window due to bad latch""}",28307.2,191186,42,survey-text,33,Non-Hispanic,None,Female,White,21804.2,
636,condition,0.0-8.0,"{""flood_simple_response"":""Water\n""}",12413.5,203854,43,survey-text,33,Non-Hispanic,None,Female,White,21804.2,
620,condition,0.0-3.0,"{""sunburn_simple_response"":""the rays from the sun""}",39900.1,148720,16,survey-text,37,Non-Hispanic,no,Male,White,59358.5,
620,condition,0.0-4.0,"{""sunburn_cause_response"":""the sun\n""}",20285.3,169262,17,survey-text,37,Non-Hispanic,no,Male,White,59358.5,
620,condition,0.0-7.0,"{""flood_simple_response"":""the rain""}",15982.2,321900,42,survey-text,37,Non-Hispanic,no,Male,White,59358.5,
620,condition,0.0-8.0,"{""flood_cause_response"":""the window was opened because there was no latch""}",52234.2,374394,43,survey-text,37,Non-Hispanic,no,Male,White,59358.5,
662,condition,0.0-3.0,"{""sunburn_simple_response"":""the sun and lack of sunscreen.""}",25564.5,86818,16,survey-text,34,Hispanic,No.,Female,,26724.8,
662,condition,0.0-4.0,"{""sunburn_cause_response"":""She was in the sun and wasn't wearing sunscreen.""}",26081.9,113158,17,survey-text,34,Hispanic,No.,Female,,26724.8,
662,condition,0.0-7.0,"{""flood_simple_response"":""Rainwater.""}",12309.2,187573,42,survey-text,34,Hispanic,No.,Female,,26724.8,
662,condition,0.0-8.0,"{""flood_cause_response"":""The basement windows were open and the rainwater came in. ""}",33549.8,221382,43,survey-text,34,Hispanic,No.,Female,,26724.8,
622,condition,0.0-3.0,"{""sunburn_cause_response"":""sun""}",38876.9,297902,16,survey-text,34,Non-Hispanic,none,Male,White,32393.4,
622,condition,0.0-4.0,"{""sunburn_simple_response"":""sun""}",24357.2,322518,17,survey-text,34,Non-Hispanic,none,Male,White,32393.4,
622,condition,0.0-7.0,"{""flood_cause_response"":""window latch got broken""}",37898.5,651200,42,survey-text,34,Non-Hispanic,none,Male,White,32393.4,
622,condition,0.0-8.0,"{""flood_simple_response"":""rain""}",16709.2,668189,43,survey-text,34,Non-Hispanic,none,Male,White,32393.4,
648,condition,0.0-3.0,"{""flood_simple_response"":""The rainwater""}",16359.5,135301,25,survey-text,35,Non-Hispanic,The way the questions were worded,Female,White,28952.9,
648,condition,0.0-4.0,"{""flood_cause_response"":""The window was open since the latch was broken and the rain flooded the basement.""}",41931.5,177487,26,survey-text,35,Non-Hispanic,The way the questions were worded,Female,White,28952.9,
648,condition,0.0-7.0,"{""sunburn_simple_response"":""The sun""}",10340.6,220794,42,survey-text,35,Non-Hispanic,The way the questions were worded,Female,White,28952.9,
648,condition,0.0-8.0,"{""sunburn_cause_response"":""Suzy left her sunscreen at home when she went to the beach so she got sunburned.""}",60827.4,281878,43,survey-text,35,Non-Hispanic,The way the questions were worded,Female,White,28952.9,
657,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun. ""}",13971,204370,16,survey-text,28,Non-Hispanic,This was silly to say the least. ,Male,Asian,154219,
657,condition,0.0-4.0,"{""sunburn_cause_response"":""The Sun. ""}",5227,209850,17,survey-text,28,Non-Hispanic,This was silly to say the least. ,Male,Asian,154219,
657,condition,0.0-7.0,"{""flood_simple_response"":""The rain. ""}",31508,325674,42,survey-text,28,Non-Hispanic,This was silly to say the least. ,Male,Asian,154219,
657,condition,0.0-8.0,"{""flood_cause_response"":""The rain and a broken latch. Open window. ""}",9429,335354,43,survey-text,28,Non-Hispanic,This was silly to say the least. ,Male,Asian,154219,
617,condition,0.0-3.0,"{""flood_cause_response"":""The latch to the window in Andy's basement was broken so Andy took it off the window to fix it.  Because he took the latch off, the windows are not able to remain closed.  It started to rain really hard.  Because Andy was in his workshop fixing the latch, he did not see the water level was rising and the water entered the basement and flooded it.""}",104683,319681,25,survey-text,40,Non-Hispanic,,Female,White,16997.4,
617,condition,0.0-4.0,"{""flood_simple_response"":""The rain water that came in through the window that was open because of the broken latch is what flooded the basement.""}",26624.5,346558,26,survey-text,40,Non-Hispanic,,Female,White,16997.4,
617,condition,0.0-7.0,"{""sunburn_cause_response"":""Suzy left her sunscreen on the table at home.  I am assuming Suzy did not apply sunscreen before leaving.""}",43026.6,431754,42,survey-text,40,Non-Hispanic,,Female,White,16997.4,
617,condition,0.0-8.0,"{""sunburn_simple_response"":""The sun burned Suzy's skin because she did not have her sunscreen with her to protect her skin from the harmful rays.""}",28466.4,460474,43,survey-text,40,Non-Hispanic,,Female,White,16997.4,
665,condition,0.0-3.0,"{""flood_cause_response"":""It began to rain really hard and Andy, either thinking he could beat the rain or not having checked the weather beforehand, did not leave the latch on the window, causing the window to swing open and let the water in the basement, causing the basement to flood. ""}",49606,127559,25,survey-text,22,Non-Hispanic,"I felt that this study was a bit off in terms of the gender roles portrayed. The scenario with involving fixing the window showed a man completing this task, while the scenario involving very obviously having forgotten something showed a woman. I feel that this is cementing of gender roles in a negative way, as the woman in these scenarios is portrayed as very obviously forgetful in a matter of fact sense, while there is more leeway to describe why the unfortunate scenario happened to the man. Perhaps this is the point of the study, but if not then you should consider adding more scenarios or reversing the gender roles to bring this study into the 21st century, in my opinion. ",Female,White,165351,
665,condition,0.0-4.0,"{""flood_simple_response"":""The water from the heavy rainstorm flooded the basement. ""}",19181,146992,26,survey-text,22,Non-Hispanic,"I felt that this study was a bit off in terms of the gender roles portrayed. The scenario with involving fixing the window showed a man completing this task, while the scenario involving very obviously having forgotten something showed a woman. I feel that this is cementing of gender roles in a negative way, as the woman in these scenarios is portrayed as very obviously forgetful in a matter of fact sense, while there is more leeway to describe why the unfortunate scenario happened to the man. Perhaps this is the point of the study, but if not then you should consider adding more scenarios or reversing the gender roles to bring this study into the 21st century, in my opinion. ",Female,White,165351,
665,condition,0.0-7.0,"{""sunburn_cause_response"":""Suzy laid out her sunscreen and sunglasses on the table, but forgot to take the sunscreen with her to the beach, so she got a bad sunburn. ""}",34867,205269,42,survey-text,22,Non-Hispanic,"I felt that this study was a bit off in terms of the gender roles portrayed. The scenario with involving fixing the window showed a man completing this task, while the scenario involving very obviously having forgotten something showed a woman. I feel that this is cementing of gender roles in a negative way, as the woman in these scenarios is portrayed as very obviously forgetful in a matter of fact sense, while there is more leeway to describe why the unfortunate scenario happened to the man. Perhaps this is the point of the study, but if not then you should consider adding more scenarios or reversing the gender roles to bring this study into the 21st century, in my opinion. ",Female,White,165351,
665,condition,0.0-8.0,"{""sunburn_simple_response"":""The sun burned Suzy's skin. ""}",11881,217402,43,survey-text,22,Non-Hispanic,"I felt that this study was a bit off in terms of the gender roles portrayed. The scenario with involving fixing the window showed a man completing this task, while the scenario involving very obviously having forgotten something showed a woman. I feel that this is cementing of gender roles in a negative way, as the woman in these scenarios is portrayed as very obviously forgetful in a matter of fact sense, while there is more leeway to describe why the unfortunate scenario happened to the man. Perhaps this is the point of the study, but if not then you should consider adding more scenarios or reversing the gender roles to bring this study into the 21st century, in my opinion. ",Female,White,165351,
621,condition,0.0-3.0,"{""sunburn_cause_response"":""it was due to sun radiations ""}",39663.1,175093,16,survey-text,34,,No,Male,Black/African American,21300.4,
621,condition,0.0-4.0,"{""sunburn_simple_response"":""Sun rays""}",18354.3,193716,17,survey-text,34,,No,Male,Black/African American,21300.4,
621,condition,0.0-7.0,"{""flood_cause_response"":""it flooded because of the rain""}",54002.2,421377,42,survey-text,34,,No,Male,Black/African American,21300.4,
621,condition,0.0-8.0,"{""flood_simple_response"":""Rain flooded it""}",14309.9,435955,43,survey-text,34,,No,Male,Black/African American,21300.4,
676,condition,0.0-3.0,"{""flood_simple_response"":""rainwater\n""}",13655,102184,25,survey-text,28,Hispanic,I just read the scenario and listed the direct reason for each thing happening,Female,White,34635,
676,condition,0.0-4.0,"{""flood_cause_response"":""the window was open because there was no latch to keep it shut, so water got in""}",32869,135309,26,survey-text,28,Hispanic,I just read the scenario and listed the direct reason for each thing happening,Female,White,34635,
676,condition,0.0-7.0,"{""sunburn_simple_response"":""the sun""}",9758,175187,42,survey-text,28,Hispanic,I just read the scenario and listed the direct reason for each thing happening,Female,White,34635,
676,condition,0.0-8.0,"{""sunburn_cause_response"":""the sun was hot and she wasn't wearing sunscreen, so she got burned\n""}",23187,198628,43,survey-text,28,Hispanic,I just read the scenario and listed the direct reason for each thing happening,Female,White,34635,
673,condition,0.0-3.0,"{""flood_cause_response"":""Andy was fixing the latch that was holding the window closed. Since the window did not have a latch, the window was open and water came in. ""}",28885,114070,25,survey-text,26,Hispanic,Good luck on the study! ,Female,Latina,23235,
673,condition,0.0-4.0,"{""flood_simple_response"":""Not having the latch on the window to be able to close it""}",13802,128123,26,survey-text,26,Hispanic,Good luck on the study! ,Female,Latina,23235,
673,condition,0.0-7.0,"{""sunburn_cause_response"":""Not wearing sunscreen""}",7564,164590,42,survey-text,26,Hispanic,Good luck on the study! ,Female,Latina,23235,
673,condition,0.0-8.0,"{""sunburn_simple_response"":""The sun""}",5461,170305,43,survey-text,26,Hispanic,Good luck on the study! ,Female,Latina,23235,
680,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun.""}",16150,81456,16,survey-text,44,Non-Hispanic,no questions or comments,Female,White,30063.8,
680,condition,0.0-4.0,"{""sunburn_cause_response"":""uv light from the sun.""}",26649.5,108362,17,survey-text,44,Non-Hispanic,no questions or comments,Female,White,30063.8,
680,condition,0.0-7.0,"{""flood_simple_response"":""the rain water""}",10172.8,186271,42,survey-text,44,Non-Hispanic,no questions or comments,Female,White,30063.8,
680,condition,0.0-8.0,"{""flood_cause_response"":""Rain water coming through the open window""}",16295,202823,43,survey-text,44,Non-Hispanic,no questions or comments,Female,White,30063.8,
632,condition,0.0-3.0,"{""flood_simple_response"":""Water""}",19565.9,272496,25,survey-text,36,,,Male,Black/African American,43839.8,
632,condition,0.0-4.0,"{""flood_cause_response"":""Andy removed his spoilt latch so he can fix it in his workshop, that made the window to be open and flooded with rain.""}",145900.1,418661,26,survey-text,36,,,Male,Black/African American,43839.8,
632,condition,0.0-7.0,"{""sunburn_simple_response"":""Sun""}",11797,606343,42,survey-text,36,,,Male,Black/African American,43839.8,
632,condition,0.0-8.0,"{""sunburn_cause_response"":""Suzy forgot her sunscreen at home and was exposed to direct sun at the beach.""}",75491.6,682102,43,survey-text,36,,,Male,Black/African American,43839.8,
656,condition,0.0-3.0,"{""flood_cause_response"":""The combination of rain and Andy's lack of foresight when fixing the window latch (need temp solution while he is away)""}",55838.9,162511,25,survey-text,30,Non-Hispanic,,Male,Asian,11870.2,
656,condition,0.0-4.0,"{""flood_simple_response"":""water flooded the basement""}",11621.9,174389,26,survey-text,30,Non-Hispanic,,Male,Asian,11870.2,
656,condition,0.0-7.0,"{""sunburn_cause_response"":""The sun caused Suzy's skin to burn\n""}",26857.4,234566,42,survey-text,30,Non-Hispanic,,Male,Asian,11870.2,
656,condition,0.0-8.0,"{""sunburn_simple_response"":""The sun burned Suzy's skin""}",18253.4,253083,43,survey-text,30,Non-Hispanic,,Male,Asian,11870.2,
666,condition,0.0-3.0,"{""sunburn_cause_response"":""Suzy forget to take her sunscreen,it cause she affected skin sunburn""}",75467,102731,16,survey-text,28,Non-Hispanic,very good study,Male,White,133530,
666,condition,0.0-4.0,"{""sunburn_simple_response"":""Sunburn""}",21490,124490,17,survey-text,28,Non-Hispanic,very good study,Male,White,133530,
666,condition,0.0-7.0,"{""flood_cause_response"":""Andy saw her basement window latch,then begins raining really hard,and coming water inside""}",183566,1013059,42,survey-text,28,Non-Hispanic,very good study,Male,White,133530,
666,condition,0.0-8.0,"{""flood_simple_response"":""Rain water""}",51226,1064554,43,survey-text,28,Non-Hispanic,very good study,Male,White,133530,
684,condition,0.0-3.0,"{""flood_simple_response"":""The water flooded the basement""}",17657.9,123692,25,survey-text,25,Hispanic,"I used past events in the story to help me decide me response.

What was the purpose of keeping the pictures on the screen?",Female,White,64888.7,
684,condition,0.0-4.0,"{""flood_cause_response"":""The window latch being broken caused the basement to flood.""}",36669.2,160617,26,survey-text,25,Hispanic,"I used past events in the story to help me decide me response.

What was the purpose of keeping the pictures on the screen?",Female,White,64888.7,
684,condition,0.0-7.0,"{""sunburn_simple_response"":""The sun burned Suzy's skin.""}",14451,230814,42,survey-text,25,Hispanic,"I used past events in the story to help me decide me response.

What was the purpose of keeping the pictures on the screen?",Female,White,64888.7,
684,condition,0.0-8.0,"{""sunburn_cause_response"":""She forgot her sunscreen at home.""}",10040.5,241109,43,survey-text,25,Hispanic,"I used past events in the story to help me decide me response.

What was the purpose of keeping the pictures on the screen?",Female,White,64888.7,
625,condition,0.0-3.0,"{""flood_simple_response"":""    None of the images would load""}",17033.3,105233,25,survey-text,29,Non-Hispanic,Work on providing a smoother experience. pictures and questions wouldn't appear,Male,White,53135.9,
625,condition,0.0-4.0,"{""flood_cause_response"":""I cant even see the questions""}",13668.8,119170,26,survey-text,29,Non-Hispanic,Work on providing a smoother experience. pictures and questions wouldn't appear,Male,White,53135.9,
625,condition,0.0-7.0,"{""sunburn_simple_response"":""  still no images""}",8733.9,134482,42,survey-text,29,Non-Hispanic,Work on providing a smoother experience. pictures and questions wouldn't appear,Male,White,53135.9,
625,condition,0.0-8.0,"{""sunburn_cause_response"":""well this is the first image and question i've seen. It's either the sun or she's allergic to flowers or bees.""}",76718,211494,43,survey-text,29,Non-Hispanic,Work on providing a smoother experience. pictures and questions wouldn't appear,Male,White,53135.9,
663,condition,0.0-3.0,"{""flood_simple_response"":""Rain""}",8682.2,95610,25,survey-text,27,,,Female,White,7072.5,
663,condition,0.0-4.0,"{""flood_cause_response"":""The window was open because the latch was broken""}",11413.6,107278,26,survey-text,27,,,Female,White,7072.5,
663,condition,0.0-7.0,"{""sunburn_simple_response"":""the sun""}",4231,132260,42,survey-text,27,,,Female,White,7072.5,
663,condition,0.0-8.0,"{""sunburn_cause_response"":""The sun""}",4469.6,136984,43,survey-text,27,,,Female,White,7072.5,
659,condition,0.0-3.0,"{""sunburn_cause_response"":"" She forgot her sunscreen at home ""}",33370.7,363641,16,survey-text,31,Non-Hispanic,,Female,White,12607.4,
659,condition,0.0-4.0,"{""sunburn_simple_response"":""Sun Reflection""}",16622.3,380521,17,survey-text,31,Non-Hispanic,,Female,White,12607.4,
659,condition,0.0-7.0,"{""flood_cause_response"":""The window was wide open ""}",40879.9,561328,42,survey-text,31,Non-Hispanic,,Female,White,12607.4,
659,condition,0.0-8.0,"{""flood_simple_response"":""Water""}",10503.6,572090,43,survey-text,31,Non-Hispanic,,Female,White,12607.4,
641,condition,0.0-3.0,"{""sunburn_cause_response"":""Lack of sunscreen""}",9869,47646,16,survey-text,18,Non-Hispanic,Experience,Female,White,17768,
641,condition,0.0-4.0,"{""sunburn_simple_response"":""Sun""}",6464,54361,17,survey-text,18,Non-Hispanic,Experience,Female,White,17768,
641,condition,0.0-7.0,"{""flood_cause_response"":""No latch for window""}",10481,121613,42,survey-text,18,Non-Hispanic,Experience,Female,White,17768,
641,condition,0.0-8.0,"{""flood_simple_response"":""Water""}",6163,128028,43,survey-text,18,Non-Hispanic,Experience,Female,White,17768,
631,condition,0.0-3.0,"{""sunburn_cause_response"":""Sun""}",20784,170634,16,survey-text,39,Non-Hispanic,All went well,Male,White,22910,
631,condition,0.0-4.0,"{""sunburn_simple_response"":""Sun""}",65305,236209,17,survey-text,39,Non-Hispanic,All went well,Male,White,22910,
631,condition,0.0-7.0,"{""flood_cause_response"":""Because of the opened window""}",22209,395577,42,survey-text,39,Non-Hispanic,All went well,Male,White,22910,
631,condition,0.0-8.0,"{""flood_simple_response"":""Water""}",14645,410496,43,survey-text,39,Non-Hispanic,All went well,Male,White,22910,
